cghr10_title,icd10_range,icd10_code,cghr10_age
Other noncommunicable diseases,H11-H59,H14,adult
Other noncommunicable diseases,H11-H59,H15,adult
Other noncommunicable diseases,H11-H59,H16,adult
Other noncommunicable diseases,H11-H59,H17,adult
Other noncommunicable diseases,H11-H59,H18,adult
Other noncommunicable diseases,H11-H59,H19,adult
Other noncommunicable diseases,H11-H59,H20,adult
Other noncommunicable diseases,H11-H59,H21,adult
Other noncommunicable diseases,H11-H59,H22,adult
Other noncommunicable diseases,H11-H59,H23,adult
Other noncommunicable diseases,H11-H59,H24,adult
Other noncommunicable diseases,H11-H59,H25,adult
Other noncommunicable diseases,H11-H59,H26,adult
Other noncommunicable diseases,H11-H59,H27,adult
Other noncommunicable diseases,H11-H59,H28,adult
Other noncommunicable diseases,H11-H59,H29,adult
Other noncommunicable diseases,H11-H59,H30,adult
Other noncommunicable diseases,H11-H59,H31,adult
Other noncommunicable diseases,H11-H59,H32,adult
Other noncommunicable diseases,H11-H59,H33,adult
Other noncommunicable diseases,H11-H59,H34,adult
Other noncommunicable diseases,H11-H59,H35,adult
Other noncommunicable diseases,H11-H59,H36,adult
Other noncommunicable diseases,H11-H59,H37,adult
Other noncommunicable diseases,H11-H59,H38,adult
Other noncommunicable diseases,H11-H59,H39,adult
Other noncommunicable diseases,H11-H59,H40,adult
Other noncommunicable diseases,H11-H59,H41,adult
Other noncommunicable diseases,H11-H59,H42,adult
Other noncommunicable diseases,H11-H59,H43,adult
Other noncommunicable diseases,H11-H59,H44,adult
Other noncommunicable diseases,H11-H59,H45,adult
Other noncommunicable diseases,H11-H59,H46,adult
Other noncommunicable diseases,H11-H59,H47,adult
Other noncommunicable diseases,H11-H59,H48,adult
Other noncommunicable diseases,H11-H59,H49,adult
Other noncommunicable diseases,H11-H59,H50,adult
Other noncommunicable diseases,H11-H59,H51,adult
Other noncommunicable diseases,H11-H59,H52,adult
Other noncommunicable diseases,H11-H59,H53,adult
Other noncommunicable diseases,H11-H59,H54,adult
Other noncommunicable diseases,H11-H59,H55,adult
Other noncommunicable diseases,H11-H59,H56,adult
Other noncommunicable diseases,H11-H59,H57,adult
Other noncommunicable diseases,H11-H59,H58,adult
Other noncommunicable diseases,H11-H59,H59,adult
Unspecified infections,H60,H60,adult
Other noncommunicable diseases,H61-H62,H61,adult
Other noncommunicable diseases,H61-H62,H62,adult
Acute respiratory infections,H65-H68,H65,adult
Acute respiratory infections,H65-H68,H66,adult
Acute respiratory infections,H65-H68,H67,adult
Acute respiratory infections,H65-H68,H68,adult
Other noncommunicable diseases,H69,H69,adult
Acute respiratory infections,H70-H71,H70,adult
Acute respiratory infections,H70-H71,H71,adult
Other noncommunicable diseases,H72-H95,H72,adult
Other noncommunicable diseases,H72-H95,H73,adult
Other noncommunicable diseases,H72-H95,H74,adult
Other noncommunicable diseases,H72-H95,H75,adult
Other noncommunicable diseases,H72-H95,H76,adult
Other noncommunicable diseases,H72-H95,H77,adult
Other noncommunicable diseases,H72-H95,H78,adult
Other noncommunicable diseases,H72-H95,H79,adult
Other noncommunicable diseases,H72-H95,H80,adult
Other noncommunicable diseases,H72-H95,H81,adult
Other noncommunicable diseases,H72-H95,H82,adult
Other noncommunicable diseases,H72-H95,H83,adult
Other noncommunicable diseases,H72-H95,H84,adult
Other noncommunicable diseases,H72-H95,H85,adult
Other noncommunicable diseases,H72-H95,H86,adult
Other noncommunicable diseases,H72-H95,H87,adult
Other noncommunicable diseases,H72-H95,H88,adult
Other noncommunicable diseases,H72-H95,H89,adult
Other noncommunicable diseases,H72-H95,H90,adult
Other noncommunicable diseases,H72-H95,H91,adult
Other noncommunicable diseases,H72-H95,H92,adult
Other noncommunicable diseases,H72-H95,H93,adult
Other noncommunicable diseases,H72-H95,H94,adult
Other noncommunicable diseases,H72-H95,H95,adult
Other cardiovascular diseases,I00-I03,I00,adult
Other cardiovascular diseases,I00-I03,I01,adult
Other cardiovascular diseases,I00-I03,I02,adult
Other cardiovascular diseases,I00-I03,I03,adult
Other cardiovascular diseases,I05-I15,I05,adult
Other cardiovascular diseases,I05-I15,I06,adult
Other cardiovascular diseases,I05-I15,I07,adult
Other cardiovascular diseases,I05-I15,I08,adult
Other cardiovascular diseases,I05-I15,I09,adult
Other cardiovascular diseases,I05-I15,I10,adult
Other cardiovascular diseases,I05-I15,I11,adult
Other cardiovascular diseases,I05-I15,I12,adult
Other cardiovascular diseases,I05-I15,I13,adult
Other cardiovascular diseases,I05-I15,I14,adult
Other cardiovascular diseases,I05-I15,I15,adult
Ischemic heart disease,I20-I25,I20,adult
Ischemic heart disease,I20-I25,I21,adult
Ischemic heart disease,I20-I25,I22,adult
Ischemic heart disease,I20-I25,I23,adult
Ischemic heart disease,I20-I25,I24,adult
Ischemic heart disease,I20-I25,I25,adult
Other cardiovascular diseases,I26-I28,I26,adult
Other cardiovascular diseases,I26-I28,I27,adult
Other cardiovascular diseases,I26-I28,I28,adult
Unspecified infections,I30,I30,adult
Other cardiovascular diseases,I31,I31,adult
Unspecified infections,I32-I33,I32,adult
Unspecified infections,I32-I33,I33,adult
Other cardiovascular diseases,I34-I52,I34,adult
Other cardiovascular diseases,I34-I52,I35,adult
Other cardiovascular diseases,I34-I52,I36,adult
Other cardiovascular diseases,I34-I52,I37,adult
Other cardiovascular diseases,I34-I52,I38,adult
Other cardiovascular diseases,I34-I52,I39,adult
Other cardiovascular diseases,I34-I52,I40,adult
Other cardiovascular diseases,I34-I52,I41,adult
Other cardiovascular diseases,I34-I52,I42,adult
Other cardiovascular diseases,I34-I52,I43,adult
Other cardiovascular diseases,I34-I52,I44,adult
Other cardiovascular diseases,I34-I52,I45,adult
Other cardiovascular diseases,I34-I52,I46,adult
Other cardiovascular diseases,I34-I52,I47,adult
Other cardiovascular diseases,I34-I52,I48,adult
Other cardiovascular diseases,I34-I52,I49,adult
Other cardiovascular diseases,I34-I52,I50,adult
Other cardiovascular diseases,I34-I52,I51,adult
Other cardiovascular diseases,I34-I52,I52,adult
Stroke,I60-I69,I60,adult
Stroke,I60-I69,I61,adult
Stroke,I60-I69,I62,adult
Stroke,I60-I69,I63,adult
Stroke,I60-I69,I64,adult
Stroke,I60-I69,I65,adult
Stroke,I60-I69,I66,adult
Stroke,I60-I69,I67,adult
Stroke,I60-I69,I68,adult
Stroke,I60-I69,I69,adult
Other cardiovascular diseases,I70-I99,I70,adult
Other cardiovascular diseases,I70-I99,I71,adult
Other cardiovascular diseases,I70-I99,I72,adult
Other cardiovascular diseases,I70-I99,I73,adult
Other cardiovascular diseases,I70-I99,I74,adult
Other cardiovascular diseases,I70-I99,I75,adult
Other cardiovascular diseases,I70-I99,I76,adult
Other cardiovascular diseases,I70-I99,I77,adult
Other cardiovascular diseases,I70-I99,I78,adult
Other cardiovascular diseases,I70-I99,I79,adult
Other cardiovascular diseases,I70-I99,I80,adult
Other cardiovascular diseases,I70-I99,I81,adult
Other cardiovascular diseases,I70-I99,I82,adult
Other cardiovascular diseases,I70-I99,I83,adult
Other cardiovascular diseases,I70-I99,I84,adult
Other cardiovascular diseases,I70-I99,I85,adult
Other cardiovascular diseases,I70-I99,I86,adult
Other cardiovascular diseases,I70-I99,I87,adult
Other cardiovascular diseases,I70-I99,I88,adult
Other cardiovascular diseases,I70-I99,I89,adult
Other cardiovascular diseases,I70-I99,I90,adult
Other cardiovascular diseases,I70-I99,I91,adult
Other cardiovascular diseases,I70-I99,I92,adult
Other cardiovascular diseases,I70-I99,I93,adult
Other cardiovascular diseases,I70-I99,I94,adult
Other cardiovascular diseases,I70-I99,I95,adult
Other cardiovascular diseases,I70-I99,I96,adult
Other cardiovascular diseases,I70-I99,I97,adult
Other cardiovascular diseases,I70-I99,I98,adult
Other cardiovascular diseases,I70-I99,I99,adult
Acute respiratory infections,J00-J22,J00,adult
Acute respiratory infections,J00-J22,J01,adult
Acute respiratory infections,J00-J22,J02,adult
Acute respiratory infections,J00-J22,J03,adult
Acute respiratory infections,J00-J22,J04,adult
Acute respiratory infections,J00-J22,J05,adult
Acute respiratory infections,J00-J22,J06,adult
Acute respiratory infections,J00-J22,J07,adult
Acute respiratory infections,J00-J22,J08,adult
Acute respiratory infections,J00-J22,J09,adult
Acute respiratory infections,J00-J22,J10,adult
Acute respiratory infections,J00-J22,J11,adult
Acute respiratory infections,J00-J22,J12,adult
Acute respiratory infections,J00-J22,J13,adult
Acute respiratory infections,J00-J22,J14,adult
Acute respiratory infections,J00-J22,J15,adult
Acute respiratory infections,J00-J22,J16,adult
Acute respiratory infections,J00-J22,J17,adult
Acute respiratory infections,J00-J22,J18,adult
Acute respiratory infections,J00-J22,J19,adult
Acute respiratory infections,J00-J22,J20,adult
Acute respiratory infections,J00-J22,J21,adult
Acute respiratory infections,J00-J22,J22,adult
Chronic respiratory diseases,J30-J31,J30,adult
Chronic respiratory diseases,J30-J31,J31,adult
Acute respiratory infections,J32,J32,adult
Chronic respiratory diseases,J33-J35,J33,adult
Chronic respiratory diseases,J33-J35,J34,adult
Chronic respiratory diseases,J33-J35,J35,adult
Acute respiratory infections,J36,J36,adult
Chronic respiratory diseases,J37-J64,J37,adult
Chronic respiratory diseases,J37-J64,J38,adult
Chronic respiratory diseases,J37-J64,J39,adult
Chronic respiratory diseases,J37-J64,J40,adult
Chronic respiratory diseases,J37-J64,J41,adult
Chronic respiratory diseases,J37-J64,J42,adult
Chronic respiratory diseases,J37-J64,J43,adult
Chronic respiratory diseases,J37-J64,J44,adult
Chronic respiratory diseases,J37-J64,J45,adult
Chronic respiratory diseases,J37-J64,J46,adult
Chronic respiratory diseases,J37-J64,J47,adult
Chronic respiratory diseases,J37-J64,J48,adult
Chronic respiratory diseases,J37-J64,J49,adult
Chronic respiratory diseases,J37-J64,J50,adult
Chronic respiratory diseases,J37-J64,J51,adult
Chronic respiratory diseases,J37-J64,J52,adult
Chronic respiratory diseases,J37-J64,J53,adult
Chronic respiratory diseases,J37-J64,J54,adult
Chronic respiratory diseases,J37-J64,J55,adult
Chronic respiratory diseases,J37-J64,J56,adult
Chronic respiratory diseases,J37-J64,J57,adult
Chronic respiratory diseases,J37-J64,J58,adult
Chronic respiratory diseases,J37-J64,J59,adult
Chronic respiratory diseases,J37-J64,J60,adult
Chronic respiratory diseases,J37-J64,J61,adult
Chronic respiratory diseases,J37-J64,J62,adult
Chronic respiratory diseases,J37-J64,J63,adult
Chronic respiratory diseases,J37-J64,J64,adult
Tuberculosis,J65,J65,adult
Chronic respiratory diseases,J66-J84,J66,adult
Chronic respiratory diseases,J66-J84,J67,adult
Chronic respiratory diseases,J66-J84,J68,adult
Chronic respiratory diseases,J66-J84,J69,adult
Chronic respiratory diseases,J66-J84,J70,adult
Chronic respiratory diseases,J66-J84,J71,adult
Chronic respiratory diseases,J66-J84,J72,adult
Chronic respiratory diseases,J66-J84,J73,adult
Chronic respiratory diseases,J66-J84,J74,adult
Chronic respiratory diseases,J66-J84,J75,adult
Chronic respiratory diseases,J66-J84,J76,adult
Chronic respiratory diseases,J66-J84,J77,adult
Chronic respiratory diseases,J66-J84,J78,adult
Chronic respiratory diseases,J66-J84,J79,adult
Chronic respiratory diseases,J66-J84,J80,adult
Chronic respiratory diseases,J66-J84,J81,adult
Chronic respiratory diseases,J66-J84,J82,adult
Chronic respiratory diseases,J66-J84,J83,adult
Chronic respiratory diseases,J66-J84,J84,adult
Acute respiratory infections,J85-J86,J85,adult
Acute respiratory infections,J85-J86,J86,adult
Chronic respiratory diseases,J90-J99,J90,adult
Chronic respiratory diseases,J90-J99,J91,adult
Chronic respiratory diseases,J90-J99,J92,adult
Chronic respiratory diseases,J90-J99,J93,adult
Chronic respiratory diseases,J90-J99,J94,adult
Chronic respiratory diseases,J90-J99,J95,adult
Chronic respiratory diseases,J90-J99,J96,adult
Chronic respiratory diseases,J90-J99,J97,adult
Chronic respiratory diseases,J90-J99,J98,adult
Chronic respiratory diseases,J90-J99,J99,adult
Other noncommunicable diseases,K00-K01,K00,adult
Other noncommunicable diseases,K00-K01,K01,adult
Unspecified infections,K02,K02,adult
Other noncommunicable diseases,K03,K03,adult
Unspecified infections,K04-K05,K04,adult
Unspecified infections,K04-K05,K05,adult
Other noncommunicable diseases,K06-K14,K06,adult
Other noncommunicable diseases,K06-K14,K07,adult
Other noncommunicable diseases,K06-K14,K08,adult
Other noncommunicable diseases,K06-K14,K09,adult
Other noncommunicable diseases,K06-K14,K10,adult
Other noncommunicable diseases,K06-K14,K11,adult
Other noncommunicable diseases,K06-K14,K12,adult
Other noncommunicable diseases,K06-K14,K13,adult
Other noncommunicable diseases,K06-K14,K14,adult
Other noncommunicable diseases,K20-K31,K20,adult
Other noncommunicable diseases,K20-K31,K21,adult
Other noncommunicable diseases,K20-K31,K22,adult
Other noncommunicable diseases,K20-K31,K23,adult
Other noncommunicable diseases,K20-K31,K24,adult
Other noncommunicable diseases,K20-K31,K25,adult
Other noncommunicable diseases,K20-K31,K26,adult
Other noncommunicable diseases,K20-K31,K27,adult
Other noncommunicable diseases,K20-K31,K28,adult
Other noncommunicable diseases,K20-K31,K29,adult
Other noncommunicable diseases,K20-K31,K30,adult
Other noncommunicable diseases,K20-K31,K31,adult
Other noncommunicable diseases,K35-K38,K35,adult
Other noncommunicable diseases,K35-K38,K36,adult
Other noncommunicable diseases,K35-K38,K37,adult
Other noncommunicable diseases,K35-K38,K38,adult
Other noncommunicable diseases,K40-K60,K40,adult
Other noncommunicable diseases,K40-K60,K41,adult
Other noncommunicable diseases,K40-K60,K42,adult
Other noncommunicable diseases,K40-K60,K43,adult
Other noncommunicable diseases,K40-K60,K44,adult
Other noncommunicable diseases,K40-K60,K45,adult
Other noncommunicable diseases,K40-K60,K46,adult
Other noncommunicable diseases,K40-K60,K47,adult
Other noncommunicable diseases,K40-K60,K48,adult
Other noncommunicable diseases,K40-K60,K49,adult
Other noncommunicable diseases,K40-K60,K50,adult
Other noncommunicable diseases,K40-K60,K51,adult
Other noncommunicable diseases,K40-K60,K52,adult
Other noncommunicable diseases,K40-K60,K53,adult
Other noncommunicable diseases,K40-K60,K54,adult
Other noncommunicable diseases,K40-K60,K55,adult
Other noncommunicable diseases,K40-K60,K56,adult
Other noncommunicable diseases,K40-K60,K57,adult
Other noncommunicable diseases,K40-K60,K58,adult
Other noncommunicable diseases,K40-K60,K59,adult
Other noncommunicable diseases,K40-K60,K60,adult
Unspecified infections,K61,K61,adult
Other noncommunicable diseases,K62-K64,K62,adult
Other noncommunicable diseases,K62-K64,K63,adult
Other noncommunicable diseases,K62-K64,K64,adult
Unspecified infections,K65,K65,adult
Other noncommunicable diseases,K66,K66,adult
Unspecified infections,K67,K67,adult
Liver and alcohol related diseases,K70-K77,K70,adult
Liver and alcohol related diseases,K70-K77,K71,adult
Liver and alcohol related diseases,K70-K77,K72,adult
Liver and alcohol related diseases,K70-K77,K73,adult
Liver and alcohol related diseases,K70-K77,K74,adult
Liver and alcohol related diseases,K70-K77,K75,adult
Liver and alcohol related diseases,K70-K77,K76,adult
Liver and alcohol related diseases,K70-K77,K77,adult
Other noncommunicable diseases,K78-K80,K78,adult
Other noncommunicable diseases,K78-K80,K79,adult
Other noncommunicable diseases,K78-K80,K80,adult
Unspecified infections,K81,K81,adult
Other noncommunicable diseases,K82-K93,K82,adult
Other noncommunicable diseases,K82-K93,K83,adult
Other noncommunicable diseases,K82-K93,K84,adult
Other noncommunicable diseases,K82-K93,K85,adult
Other noncommunicable diseases,K82-K93,K86,adult
Other noncommunicable diseases,K82-K93,K87,adult
Other noncommunicable diseases,K82-K93,K88,adult
Other noncommunicable diseases,K82-K93,K89,adult
Other noncommunicable diseases,K82-K93,K90,adult
Other noncommunicable diseases,K82-K93,K91,adult
Other noncommunicable diseases,K82-K93,K92,adult
Other noncommunicable diseases,K82-K93,K93,adult
Unspecified infections,L00-L04,L00,adult
Unspecified infections,L00-L04,L01,adult
Unspecified infections,L00-L04,L02,adult
Unspecified infections,L00-L04,L03,adult
Unspecified infections,L00-L04,L04,adult
Other noncommunicable diseases,L05,L05,adult
Unspecified infections,L08,L08,adult
Other noncommunicable diseases,L10-L99,L10,adult
Other noncommunicable diseases,L10-L99,L11,adult
Other noncommunicable diseases,L10-L99,L12,adult
Other noncommunicable diseases,L10-L99,L13,adult
Other noncommunicable diseases,L10-L99,L14,adult
Other noncommunicable diseases,L10-L99,L15,adult
Other noncommunicable diseases,L10-L99,L16,adult
Other noncommunicable diseases,L10-L99,L17,adult
Other noncommunicable diseases,L10-L99,L18,adult
Other noncommunicable diseases,L10-L99,L19,adult
Other noncommunicable diseases,L10-L99,L20,adult
Other noncommunicable diseases,L10-L99,L21,adult
Other noncommunicable diseases,L10-L99,L22,adult
Other noncommunicable diseases,L10-L99,L23,adult
Other noncommunicable diseases,L10-L99,L24,adult
Other noncommunicable diseases,L10-L99,L25,adult
Other noncommunicable diseases,L10-L99,L26,adult
Other noncommunicable diseases,L10-L99,L27,adult
Other noncommunicable diseases,L10-L99,L28,adult
Other noncommunicable diseases,L10-L99,L29,adult
Other noncommunicable diseases,L10-L99,L30,adult
Other noncommunicable diseases,L10-L99,L31,adult
Other noncommunicable diseases,L10-L99,L32,adult
Other noncommunicable diseases,L10-L99,L33,adult
Other noncommunicable diseases,L10-L99,L34,adult
Other noncommunicable diseases,L10-L99,L35,adult
Other noncommunicable diseases,L10-L99,L36,adult
Other noncommunicable diseases,L10-L99,L37,adult
Other noncommunicable diseases,L10-L99,L38,adult
Other noncommunicable diseases,L10-L99,L39,adult
Other noncommunicable diseases,L10-L99,L40,adult
Other noncommunicable diseases,L10-L99,L41,adult
Other noncommunicable diseases,L10-L99,L42,adult
Other noncommunicable diseases,L10-L99,L43,adult
Other noncommunicable diseases,L10-L99,L44,adult
Other noncommunicable diseases,L10-L99,L45,adult
Other noncommunicable diseases,L10-L99,L46,adult
