icd10_code,cghr_code,cghr_label,wbd10_age,wbd10_kind,wbd10_kind_depth,wbd10_codex4,wbd10_codex2,wbd10_code,wbd10_codex4_title,wbd10_codex2_title,wbd10_title,icd10_range
A98,4,Other Infections,child,codex,3,1,1B,1B08,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Other infectious and parasitic diseases,"A30,A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B19,B25-B27,B30,B33-B49,B55-B60,B64-B83,B85-B89,B92,B94,B97,B99,K02,K04,K05,K61,N70-N74,P35,P37,P39,U00,Y95"
A99,4,Other Infections,child,codex,3,1,1B,1B08,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Other infectious and parasitic diseases,"A30,A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B19,B25-B27,B30,B33-B49,B55-B60,B64-B83,B85-B89,B92,B94,B97,B99,K02,K04,K05,K61,N70-N74,P35,P37,P39,U00,Y95"
B00,4,Other Infections,child,codex,3,1,1B,1B08,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Other infectious and parasitic diseases,"A30,A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B19,B25-B27,B30,B33-B49,B55-B60,B64-B83,B85-B89,B92,B94,B97,B99,K02,K04,K05,K61,N70-N74,P35,P37,P39,U00,Y95"
B01,4,Other Infections,child,codex,3,1,1B,1B05,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Measles,"B01,B05"
B02,4,Other Infections,child,codex,3,1,1B,1B08,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Other infectious and parasitic diseases,"A30,A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B19,B25-B27,B30,B33-B49,B55-B60,B64-B83,B85-B89,B92,B94,B97,B99,K02,K04,K05,K61,N70-N74,P35,P37,P39,U00,Y95"
B03,4,Other Infections,child,codex,3,1,1B,1B08,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Other infectious and parasitic diseases,"A30,A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B19,B25-B27,B30,B33-B49,B55-B60,B64-B83,B85-B89,B92,B94,B97,B99,K02,K04,K05,K61,N70-N74,P35,P37,P39,U00,Y95"
B04,4,Other Infections,child,codex,3,1,1B,1B08,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Other infectious and parasitic diseases,"A30,A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B19,B25-B27,B30,B33-B49,B55-B60,B64-B83,B85-B89,B92,B94,B97,B99,K02,K04,K05,K61,N70-N74,P35,P37,P39,U00,Y95"
B05,4,Other Infections,child,codex,3,1,1B,1B05,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Measles,"B01,B05"
B06,4,Other Infections,child,codex,3,1,1B,1B08,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Other infectious and parasitic diseases,"A30,A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B19,B25-B27,B30,B33-B49,B55-B60,B64-B83,B85-B89,B92,B94,B97,B99,K02,K04,K05,K61,N70-N74,P35,P37,P39,U00,Y95"
B07,4,Other Infections,child,codex,3,1,1B,1B08,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Other infectious and parasitic diseases,"A30,A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B19,B25-B27,B30,B33-B49,B55-B60,B64-B83,B85-B89,B92,B94,B97,B99,K02,K04,K05,K61,N70-N74,P35,P37,P39,U00,Y95"
B08,4,Other Infections,child,codex,3,1,1B,1B08,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Other infectious and parasitic diseases,"A30,A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B19,B25-B27,B30,B33-B49,B55-B60,B64-B83,B85-B89,B92,B94,B97,B99,K02,K04,K05,K61,N70-N74,P35,P37,P39,U00,Y95"
B09,4,Other Infections,child,codex,3,1,1B,1B08,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Other infectious and parasitic diseases,"A30,A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B19,B25-B27,B30,B33-B49,B55-B60,B64-B83,B85-B89,B92,B94,B97,B99,K02,K04,K05,K61,N70-N74,P35,P37,P39,U00,Y95"
B15,4,Other Infections,child,codex,3,1,1B,1B08,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Other infectious and parasitic diseases,"A30,A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B19,B25-B27,B30,B33-B49,B55-B60,B64-B83,B85-B89,B92,B94,B97,B99,K02,K04,K05,K61,N70-N74,P35,P37,P39,U00,Y95"
B16,4,Other Infections,child,codex,3,1,1B,1B08,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Other infectious and parasitic diseases,"A30,A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B19,B25-B27,B30,B33-B49,B55-B60,B64-B83,B85-B89,B92,B94,B97,B99,K02,K04,K05,K61,N70-N74,P35,P37,P39,U00,Y95"
B17,4,Other Infections,child,codex,3,1,1B,1B08,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Other infectious and parasitic diseases,"A30,A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B19,B25-B27,B30,B33-B49,B55-B60,B64-B83,B85-B89,B92,B94,B97,B99,K02,K04,K05,K61,N70-N74,P35,P37,P39,U00,Y95"
B18,4,Other Infections,child,codex,3,1,1B,1B08,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Other infectious and parasitic diseases,"A30,A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B19,B25-B27,B30,B33-B49,B55-B60,B64-B83,B85-B89,B92,B94,B97,B99,K02,K04,K05,K61,N70-N74,P35,P37,P39,U00,Y95"
B19,4,Other Infections,child,codex,3,1,1B,1B08,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Other infectious and parasitic diseases,"A30,A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B19,B25-B27,B30,B33-B49,B55-B60,B64-B83,B85-B89,B92,B94,B97,B99,K02,K04,K05,K61,N70-N74,P35,P37,P39,U00,Y95"
B20,4,Other Infections,child,codex,3,1,1B,1B06,"Communicable, perinatal and nutritional conditions",Other communicable diseases,HIV/AIDS,"B20-B24,R75"
B21,4,Other Infections,child,codex,3,1,1B,1B06,"Communicable, perinatal and nutritional conditions",Other communicable diseases,HIV/AIDS,"B20-B24,R75"
B22,4,Other Infections,child,codex,3,1,1B,1B06,"Communicable, perinatal and nutritional conditions",Other communicable diseases,HIV/AIDS,"B20-B24,R75"
B23,4,Other Infections,child,codex,3,1,1B,1B06,"Communicable, perinatal and nutritional conditions",Other communicable diseases,HIV/AIDS,"B20-B24,R75"
B24,4,Other Infections,child,codex,3,1,1B,1B06,"Communicable, perinatal and nutritional conditions",Other communicable diseases,HIV/AIDS,"B20-B24,R75"
B25,4,Other Infections,child,codex,3,1,1B,1B08,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Other infectious and parasitic diseases,"A30,A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B19,B25-B27,B30,B33-B49,B55-B60,B64-B83,B85-B89,B92,B94,B97,B99,K02,K04,K05,K61,N70-N74,P35,P37,P39,U00,Y95"
B26,4,Other Infections,child,codex,3,1,1B,1B08,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Other infectious and parasitic diseases,"A30,A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B19,B25-B27,B30,B33-B49,B55-B60,B64-B83,B85-B89,B92,B94,B97,B99,K02,K04,K05,K61,N70-N74,P35,P37,P39,U00,Y95"
B27,4,Other Infections,child,codex,3,1,1B,1B08,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Other infectious and parasitic diseases,"A30,A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B19,B25-B27,B30,B33-B49,B55-B60,B64-B83,B85-B89,B92,B94,B97,B99,K02,K04,K05,K61,N70-N74,P35,P37,P39,U00,Y95"
B30,4,Other Infections,child,codex,3,1,1B,1B08,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Other infectious and parasitic diseases,"A30,A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B19,B25-B27,B30,B33-B49,B55-B60,B64-B83,B85-B89,B92,B94,B97,B99,K02,K04,K05,K61,N70-N74,P35,P37,P39,U00,Y95"
B33,4,Other Infections,child,codex,3,1,1B,1B08,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Other infectious and parasitic diseases,"A30,A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B19,B25-B27,B30,B33-B49,B55-B60,B64-B83,B85-B89,B92,B94,B97,B99,K02,K04,K05,K61,N70-N74,P35,P37,P39,U00,Y95"
B34,4,Other Infections,child,codex,3,1,1B,1B08,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Other infectious and parasitic diseases,"A30,A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B19,B25-B27,B30,B33-B49,B55-B60,B64-B83,B85-B89,B92,B94,B97,B99,K02,K04,K05,K61,N70-N74,P35,P37,P39,U00,Y95"
B35,4,Other Infections,child,codex,3,1,1B,1B08,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Other infectious and parasitic diseases,"A30,A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B19,B25-B27,B30,B33-B49,B55-B60,B64-B83,B85-B89,B92,B94,B97,B99,K02,K04,K05,K61,N70-N74,P35,P37,P39,U00,Y95"
B36,4,Other Infections,child,codex,3,1,1B,1B08,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Other infectious and parasitic diseases,"A30,A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B19,B25-B27,B30,B33-B49,B55-B60,B64-B83,B85-B89,B92,B94,B97,B99,K02,K04,K05,K61,N70-N74,P35,P37,P39,U00,Y95"
B37,4,Other Infections,child,codex,3,1,1B,1B08,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Other infectious and parasitic diseases,"A30,A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B19,B25-B27,B30,B33-B49,B55-B60,B64-B83,B85-B89,B92,B94,B97,B99,K02,K04,K05,K61,N70-N74,P35,P37,P39,U00,Y95"
B38,4,Other Infections,child,codex,3,1,1B,1B08,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Other infectious and parasitic diseases,"A30,A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B19,B25-B27,B30,B33-B49,B55-B60,B64-B83,B85-B89,B92,B94,B97,B99,K02,K04,K05,K61,N70-N74,P35,P37,P39,U00,Y95"
B39,4,Other Infections,child,codex,3,1,1B,1B08,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Other infectious and parasitic diseases,"A30,A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B19,B25-B27,B30,B33-B49,B55-B60,B64-B83,B85-B89,B92,B94,B97,B99,K02,K04,K05,K61,N70-N74,P35,P37,P39,U00,Y95"
B40,4,Other Infections,child,codex,3,1,1B,1B08,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Other infectious and parasitic diseases,"A30,A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B19,B25-B27,B30,B33-B49,B55-B60,B64-B83,B85-B89,B92,B94,B97,B99,K02,K04,K05,K61,N70-N74,P35,P37,P39,U00,Y95"
B41,4,Other Infections,child,codex,3,1,1B,1B08,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Other infectious and parasitic diseases,"A30,A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B19,B25-B27,B30,B33-B49,B55-B60,B64-B83,B85-B89,B92,B94,B97,B99,K02,K04,K05,K61,N70-N74,P35,P37,P39,U00,Y95"
B42,4,Other Infections,child,codex,3,1,1B,1B08,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Other infectious and parasitic diseases,"A30,A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B19,B25-B27,B30,B33-B49,B55-B60,B64-B83,B85-B89,B92,B94,B97,B99,K02,K04,K05,K61,N70-N74,P35,P37,P39,U00,Y95"
B43,4,Other Infections,child,codex,3,1,1B,1B08,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Other infectious and parasitic diseases,"A30,A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B19,B25-B27,B30,B33-B49,B55-B60,B64-B83,B85-B89,B92,B94,B97,B99,K02,K04,K05,K61,N70-N74,P35,P37,P39,U00,Y95"
B44,4,Other Infections,child,codex,3,1,1B,1B08,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Other infectious and parasitic diseases,"A30,A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B19,B25-B27,B30,B33-B49,B55-B60,B64-B83,B85-B89,B92,B94,B97,B99,K02,K04,K05,K61,N70-N74,P35,P37,P39,U00,Y95"
B45,4,Other Infections,child,codex,3,1,1B,1B08,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Other infectious and parasitic diseases,"A30,A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B19,B25-B27,B30,B33-B49,B55-B60,B64-B83,B85-B89,B92,B94,B97,B99,K02,K04,K05,K61,N70-N74,P35,P37,P39,U00,Y95"
B46,4,Other Infections,child,codex,3,1,1B,1B08,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Other infectious and parasitic diseases,"A30,A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B19,B25-B27,B30,B33-B49,B55-B60,B64-B83,B85-B89,B92,B94,B97,B99,K02,K04,K05,K61,N70-N74,P35,P37,P39,U00,Y95"
B47,4,Other Infections,child,codex,3,1,1B,1B08,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Other infectious and parasitic diseases,"A30,A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B19,B25-B27,B30,B33-B49,B55-B60,B64-B83,B85-B89,B92,B94,B97,B99,K02,K04,K05,K61,N70-N74,P35,P37,P39,U00,Y95"
B48,4,Other Infections,child,codex,3,1,1B,1B08,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Other infectious and parasitic diseases,"A30,A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B19,B25-B27,B30,B33-B49,B55-B60,B64-B83,B85-B89,B92,B94,B97,B99,K02,K04,K05,K61,N70-N74,P35,P37,P39,U00,Y95"
B49,4,Other Infections,child,codex,3,1,1B,1B08,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Other infectious and parasitic diseases,"A30,A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B19,B25-B27,B30,B33-B49,B55-B60,B64-B83,B85-B89,B92,B94,B97,B99,K02,K04,K05,K61,N70-N74,P35,P37,P39,U00,Y95"
B50,3,Malaria,child,codex,3,1,1B,1B07,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Malaria,B50-B54
B51,3,Malaria,child,codex,3,1,1B,1B07,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Malaria,B50-B54
B52,3,Malaria,child,codex,3,1,1B,1B07,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Malaria,B50-B54
B53,3,Malaria,child,codex,3,1,1B,1B07,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Malaria,B50-B54
B54,3,Malaria,child,codex,3,1,1B,1B07,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Malaria,B50-B54
B55,4,Other Infections,child,codex,3,1,1B,1B08,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Other infectious and parasitic diseases,"A30,A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B19,B25-B27,B30,B33-B49,B55-B60,B64-B83,B85-B89,B92,B94,B97,B99,K02,K04,K05,K61,N70-N74,P35,P37,P39,U00,Y95"
B56,4,Other Infections,child,codex,3,1,1B,1B08,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Other infectious and parasitic diseases,"A30,A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B19,B25-B27,B30,B33-B49,B55-B60,B64-B83,B85-B89,B92,B94,B97,B99,K02,K04,K05,K61,N70-N74,P35,P37,P39,U00,Y95"
B57,4,Other Infections,child,codex,3,1,1B,1B08,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Other infectious and parasitic diseases,"A30,A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B19,B25-B27,B30,B33-B49,B55-B60,B64-B83,B85-B89,B92,B94,B97,B99,K02,K04,K05,K61,N70-N74,P35,P37,P39,U00,Y95"
B58,4,Other Infections,child,codex,3,1,1B,1B08,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Other infectious and parasitic diseases,"A30,A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B19,B25-B27,B30,B33-B49,B55-B60,B64-B83,B85-B89,B92,B94,B97,B99,K02,K04,K05,K61,N70-N74,P35,P37,P39,U00,Y95"
B59,4,Other Infections,child,codex,3,1,1B,1B08,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Other infectious and parasitic diseases,"A30,A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B19,B25-B27,B30,B33-B49,B55-B60,B64-B83,B85-B89,B92,B94,B97,B99,K02,K04,K05,K61,N70-N74,P35,P37,P39,U00,Y95"
B60,4,Other Infections,child,codex,3,1,1B,1B08,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Other infectious and parasitic diseases,"A30,A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B19,B25-B27,B30,B33-B49,B55-B60,B64-B83,B85-B89,B92,B94,B97,B99,K02,K04,K05,K61,N70-N74,P35,P37,P39,U00,Y95"
B64,4,Other Infections,child,codex,3,1,1B,1B08,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Other infectious and parasitic diseases,"A30,A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B19,B25-B27,B30,B33-B49,B55-B60,B64-B83,B85-B89,B92,B94,B97,B99,K02,K04,K05,K61,N70-N74,P35,P37,P39,U00,Y95"
B65,4,Other Infections,child,codex,3,1,1B,1B08,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Other infectious and parasitic diseases,"A30,A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B19,B25-B27,B30,B33-B49,B55-B60,B64-B83,B85-B89,B92,B94,B97,B99,K02,K04,K05,K61,N70-N74,P35,P37,P39,U00,Y95"
B66,4,Other Infections,child,codex,3,1,1B,1B08,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Other infectious and parasitic diseases,"A30,A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B19,B25-B27,B30,B33-B49,B55-B60,B64-B83,B85-B89,B92,B94,B97,B99,K02,K04,K05,K61,N70-N74,P35,P37,P39,U00,Y95"
B67,4,Other Infections,child,codex,3,1,1B,1B08,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Other infectious and parasitic diseases,"A30,A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B19,B25-B27,B30,B33-B49,B55-B60,B64-B83,B85-B89,B92,B94,B97,B99,K02,K04,K05,K61,N70-N74,P35,P37,P39,U00,Y95"
B68,4,Other Infections,child,codex,3,1,1B,1B08,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Other infectious and parasitic diseases,"A30,A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B19,B25-B27,B30,B33-B49,B55-B60,B64-B83,B85-B89,B92,B94,B97,B99,K02,K04,K05,K61,N70-N74,P35,P37,P39,U00,Y95"
B69,4,Other Infections,child,codex,3,1,1B,1B08,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Other infectious and parasitic diseases,"A30,A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B19,B25-B27,B30,B33-B49,B55-B60,B64-B83,B85-B89,B92,B94,B97,B99,K02,K04,K05,K61,N70-N74,P35,P37,P39,U00,Y95"
B70,4,Other Infections,child,codex,3,1,1B,1B08,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Other infectious and parasitic diseases,"A30,A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B19,B25-B27,B30,B33-B49,B55-B60,B64-B83,B85-B89,B92,B94,B97,B99,K02,K04,K05,K61,N70-N74,P35,P37,P39,U00,Y95"
B71,4,Other Infections,child,codex,3,1,1B,1B08,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Other infectious and parasitic diseases,"A30,A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B19,B25-B27,B30,B33-B49,B55-B60,B64-B83,B85-B89,B92,B94,B97,B99,K02,K04,K05,K61,N70-N74,P35,P37,P39,U00,Y95"
B72,4,Other Infections,child,codex,3,1,1B,1B08,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Other infectious and parasitic diseases,"A30,A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B19,B25-B27,B30,B33-B49,B55-B60,B64-B83,B85-B89,B92,B94,B97,B99,K02,K04,K05,K61,N70-N74,P35,P37,P39,U00,Y95"
B73,4,Other Infections,child,codex,3,1,1B,1B08,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Other infectious and parasitic diseases,"A30,A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B19,B25-B27,B30,B33-B49,B55-B60,B64-B83,B85-B89,B92,B94,B97,B99,K02,K04,K05,K61,N70-N74,P35,P37,P39,U00,Y95"
B74,4,Other Infections,child,codex,3,1,1B,1B08,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Other infectious and parasitic diseases,"A30,A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B19,B25-B27,B30,B33-B49,B55-B60,B64-B83,B85-B89,B92,B94,B97,B99,K02,K04,K05,K61,N70-N74,P35,P37,P39,U00,Y95"
B75,4,Other Infections,child,codex,3,1,1B,1B08,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Other infectious and parasitic diseases,"A30,A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B19,B25-B27,B30,B33-B49,B55-B60,B64-B83,B85-B89,B92,B94,B97,B99,K02,K04,K05,K61,N70-N74,P35,P37,P39,U00,Y95"
B76,4,Other Infections,child,codex,3,1,1B,1B08,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Other infectious and parasitic diseases,"A30,A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B19,B25-B27,B30,B33-B49,B55-B60,B64-B83,B85-B89,B92,B94,B97,B99,K02,K04,K05,K61,N70-N74,P35,P37,P39,U00,Y95"
B77,4,Other Infections,child,codex,3,1,1B,1B08,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Other infectious and parasitic diseases,"A30,A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B19,B25-B27,B30,B33-B49,B55-B60,B64-B83,B85-B89,B92,B94,B97,B99,K02,K04,K05,K61,N70-N74,P35,P37,P39,U00,Y95"
B78,4,Other Infections,child,codex,3,1,1B,1B08,"Communicable, perinatal and nutritional conditions",Other communicable diseases,Other infectious and parasitic diseases,"A30,A31,A36,A50-A67,A71,A90-A99,B00,B02-B04,B06-B09,B15-B19,B25-B27,B30,B33-B49,B55-B60,B64-B83,B85-B89,B92,B94,B97,B99,K02,K04,K05,K61,N70-N74,P35,P37,P39,U00,Y95"
