icd10_code,cghr_code,cghr_label,wva2016_code,wva2016_title,icd10_range
D11,6,NCD,2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48"
D12,6,NCD,2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48"
D13,6,NCD,2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48"
D14,6,NCD,2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48"
D15,6,NCD,2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48"
D16,6,NCD,2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48"
D17,6,NCD,2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48"
D18,6,NCD,2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48"
D19,6,NCD,2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48"
D20,6,NCD,2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48"
D21,6,NCD,2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48"
D22,6,NCD,2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48"
D23,6,NCD,2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48"
D24,6,NCD,2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48"
D25,6,NCD,2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48"
D26,6,NCD,2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48"
D27,6,NCD,2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48"
D28,6,NCD,2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48"
D29,6,NCD,2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48"
D30,6,NCD,2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48"
D31,6,NCD,2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48"
D32,6,NCD,2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48"
D33,6,NCD,2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48"
D34,6,NCD,2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48"
D35,6,NCD,2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48"
D36,6,NCD,2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48"
D37,6,NCD,2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48"
D38,6,NCD,2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48"
D39,6,NCD,2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48"
D40,6,NCD,2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48"
D41,6,NCD,2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48"
D42,6,NCD,2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48"
D43,6,NCD,2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48"
D44,6,NCD,2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48"
D45,6,NCD,2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48"
D46,6,NCD,2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48"
D47,6,NCD,2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48"
D48,6,NCD,2.99,Other and unspecified neoplasms,"C07-14,C40-49,C64-96,D00-48"
D50,8,Nutritional,3.01,Severe anaemia,D50-64
D51,8,Nutritional,3.01,Severe anaemia,D50-64
D52,8,Nutritional,3.01,Severe anaemia,D50-64
D53,8,Nutritional,3.01,Severe anaemia,D50-64
D55,6,NCD,3.01,Severe anaemia,D50-64
D56,6,NCD,3.01,Severe anaemia,D50-64
D57,6,NCD,3.01,Severe anaemia,D50-64
D57,6,NCD,4.03,Sickle cell with crisis,D57
D58,6,NCD,3.01,Severe anaemia,D50-64
D59,6,NCD,3.01,Severe anaemia,D50-64
D60,6,NCD,3.01,Severe anaemia,D50-64
D61,6,NCD,3.01,Severe anaemia,D50-64
D62,6,NCD,3.01,Severe anaemia,D50-64
D63,6,NCD,3.01,Severe anaemia,D50-64
D64,6,NCD,3.01,Severe anaemia,D50-64
D65,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
D66,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
D67,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
D68,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
D69,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
D70,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
D71,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
D72,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
D73,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
D74,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
D75,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
D76,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
D77,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
D78,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
D79,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
D80,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
D81,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
D82,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
D83,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
D84,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
D85,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
D86,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
D87,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
D88,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
D89,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
E00,8,Nutritional,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
E01,8,Nutritional,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
E02,8,Nutritional,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
E03,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
E04,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
E05,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
E06,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
E07,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
E10,6,NCD,3.03,Diabetes mellitus,E10-14
E11,6,NCD,3.03,Diabetes mellitus,E10-14
E12,6,NCD,3.03,Diabetes mellitus,E10-14
E13,6,NCD,3.03,Diabetes mellitus,E10-14
E14,6,NCD,3.03,Diabetes mellitus,E10-14
E15,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
E16,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
E17,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
E18,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
E19,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
E20,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
E21,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
E22,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
E23,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
E24,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
E25,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
E26,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
E27,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
E28,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
E29,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
E30,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
E31,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
E32,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
E33,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
E34,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
E35,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
E40,8,Nutritional,3.02,Severe malnutrition,E40-46
E41,8,Nutritional,3.02,Severe malnutrition,E40-46
E42,8,Nutritional,3.02,Severe malnutrition,E40-46
E43,8,Nutritional,3.02,Severe malnutrition,E40-46
E44,8,Nutritional,3.02,Severe malnutrition,E40-46
E45,8,Nutritional,3.02,Severe malnutrition,E40-46
E46,8,Nutritional,3.02,Severe malnutrition,E40-46
E50,8,Nutritional,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
E51,8,Nutritional,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
E52,8,Nutritional,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
E53,8,Nutritional,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
E54,8,Nutritional,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
E55,8,Nutritional,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
E56,8,Nutritional,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
E59,8,Nutritional,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
E60,8,Nutritional,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
E61,8,Nutritional,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
E63,8,Nutritional,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
E64,8,Nutritional,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
E65,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
E66,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
E67,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
E68,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
E69,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
E70,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
E71,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
E72,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
E73,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
E74,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
E75,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
E76,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
E77,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
E78,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
E79,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
E80,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
E81,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
E82,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
E83,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
E84,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
E85,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
