icdequivalence,icdequivalence_desc,icd10_code
"C76,C77,C78,C79,C80,C97",Other neoplasms (6),C77
"C76,C77,C78,C79,C80,C97",Other neoplasms (6),C78
"C76,C77,C78,C79,C80,C97",Other neoplasms (6),C79
"C76,C77,C78,C79,C80,C97",Other neoplasms (6),C80
"C76,C77,C78,C79,C80,C97",Other neoplasms (6),C97
"C81,C82,C83,C84,C85,C88,C90,C91,C92,C93,C94,C95,C96,D45,D46,D47","Leukemias, lymphomas, and other haematopoetic malignancies",C81
"C81,C82,C83,C84,C85,C88,C90,C91,C92,C93,C94,C95,C96,D45,D46,D47","Leukemias, lymphomas, and other haematopoetic malignancies",C82
"C81,C82,C83,C84,C85,C88,C90,C91,C92,C93,C94,C95,C96,D45,D46,D47","Leukemias, lymphomas, and other haematopoetic malignancies",C83
"C81,C82,C83,C84,C85,C88,C90,C91,C92,C93,C94,C95,C96,D45,D46,D47","Leukemias, lymphomas, and other haematopoetic malignancies",C84
"C81,C82,C83,C84,C85,C88,C90,C91,C92,C93,C94,C95,C96,D45,D46,D47","Leukemias, lymphomas, and other haematopoetic malignancies",C85
"C81,C82,C83,C84,C85,C88,C90,C91,C92,C93,C94,C95,C96,D45,D46,D47","Leukemias, lymphomas, and other haematopoetic malignancies",C88
"C81,C82,C83,C84,C85,C88,C90,C91,C92,C93,C94,C95,C96,D45,D46,D47","Leukemias, lymphomas, and other haematopoetic malignancies",C90
"C81,C82,C83,C84,C85,C88,C90,C91,C92,C93,C94,C95,C96,D45,D46,D47","Leukemias, lymphomas, and other haematopoetic malignancies",C91
"C81,C82,C83,C84,C85,C88,C90,C91,C92,C93,C94,C95,C96,D45,D46,D47","Leukemias, lymphomas, and other haematopoetic malignancies",C92
"C81,C82,C83,C84,C85,C88,C90,C91,C92,C93,C94,C95,C96,D45,D46,D47","Leukemias, lymphomas, and other haematopoetic malignancies",C93
"C81,C82,C83,C84,C85,C88,C90,C91,C92,C93,C94,C95,C96,D45,D46,D47","Leukemias, lymphomas, and other haematopoetic malignancies",C94
"C81,C82,C83,C84,C85,C88,C90,C91,C92,C93,C94,C95,C96,D45,D46,D47","Leukemias, lymphomas, and other haematopoetic malignancies",C95
"C81,C82,C83,C84,C85,C88,C90,C91,C92,C93,C94,C95,C96,D45,D46,D47","Leukemias, lymphomas, and other haematopoetic malignancies",C96
"C81,C82,C83,C84,C85,C88,C90,C91,C92,C93,C94,C95,C96,D45,D46,D47","Leukemias, lymphomas, and other haematopoetic malignancies",D45
"C81,C82,C83,C84,C85,C88,C90,C91,C92,C93,C94,C95,C96,D45,D46,D47","Leukemias, lymphomas, and other haematopoetic malignancies",D46
"C81,C82,C83,C84,C85,C88,C90,C91,C92,C93,C94,C95,C96,D45,D46,D47","Leukemias, lymphomas, and other haematopoetic malignancies",D47
"D03,D04,D07,D09,D15,D16,D17,D18,D19,D20,D21,D22,D23,D34,D35,D36,D38,D44,D48",Other neoplasms (7),D03
"D03,D04,D07,D09,D15,D16,D17,D18,D19,D20,D21,D22,D23,D34,D35,D36,D38,D44,D48",Other neoplasms (7),D04
"D03,D04,D07,D09,D15,D16,D17,D18,D19,D20,D21,D22,D23,D34,D35,D36,D38,D44,D48",Other neoplasms (7),D07
"D03,D04,D07,D09,D15,D16,D17,D18,D19,D20,D21,D22,D23,D34,D35,D36,D38,D44,D48",Other neoplasms (7),D09
"D03,D04,D07,D09,D15,D16,D17,D18,D19,D20,D21,D22,D23,D34,D35,D36,D38,D44,D48",Other neoplasms (7),D15
"D03,D04,D07,D09,D15,D16,D17,D18,D19,D20,D21,D22,D23,D34,D35,D36,D38,D44,D48",Other neoplasms (7),D16
"D03,D04,D07,D09,D15,D16,D17,D18,D19,D20,D21,D22,D23,D34,D35,D36,D38,D44,D48",Other neoplasms (7),D17
"D03,D04,D07,D09,D15,D16,D17,D18,D19,D20,D21,D22,D23,D34,D35,D36,D38,D44,D48",Other neoplasms (7),D18
"D03,D04,D07,D09,D15,D16,D17,D18,D19,D20,D21,D22,D23,D34,D35,D36,D38,D44,D48",Other neoplasms (7),D19
"D03,D04,D07,D09,D15,D16,D17,D18,D19,D20,D21,D22,D23,D34,D35,D36,D38,D44,D48",Other neoplasms (7),D20
"D03,D04,D07,D09,D15,D16,D17,D18,D19,D20,D21,D22,D23,D34,D35,D36,D38,D44,D48",Other neoplasms (7),D21
"D03,D04,D07,D09,D15,D16,D17,D18,D19,D20,D21,D22,D23,D34,D35,D36,D38,D44,D48",Other neoplasms (7),D22
"D03,D04,D07,D09,D15,D16,D17,D18,D19,D20,D21,D22,D23,D34,D35,D36,D38,D44,D48",Other neoplasms (7),D23
"D03,D04,D07,D09,D15,D16,D17,D18,D19,D20,D21,D22,D23,D34,D35,D36,D38,D44,D48",Other neoplasms (7),D34
"D03,D04,D07,D09,D15,D16,D17,D18,D19,D20,D21,D22,D23,D34,D35,D36,D38,D44,D48",Other neoplasms (7),D35
"D03,D04,D07,D09,D15,D16,D17,D18,D19,D20,D21,D22,D23,D34,D35,D36,D38,D44,D48",Other neoplasms (7),D36
"D03,D04,D07,D09,D15,D16,D17,D18,D19,D20,D21,D22,D23,D34,D35,D36,D38,D44,D48",Other neoplasms (7),D38
"D03,D04,D07,D09,D15,D16,D17,D18,D19,D20,D21,D22,D23,D34,D35,D36,D38,D44,D48",Other neoplasms (7),D44
"D03,D04,D07,D09,D15,D16,D17,D18,D19,D20,D21,D22,D23,D34,D35,D36,D38,D44,D48",Other neoplasms (7),D48
"D50,D51,D52,D53,E00,E01,E02,E50,E51,E52,E53,E54,E55,E56,E58,E59,E60,E61,E63,E64","Iron, vitamin deficiencies, and nutritional anaemias",D50
"D50,D51,D52,D53,E00,E01,E02,E50,E51,E52,E53,E54,E55,E56,E58,E59,E60,E61,E63,E64","Iron, vitamin deficiencies, and nutritional anaemias",D51
"D50,D51,D52,D53,E00,E01,E02,E50,E51,E52,E53,E54,E55,E56,E58,E59,E60,E61,E63,E64","Iron, vitamin deficiencies, and nutritional anaemias",D52
"D50,D51,D52,D53,E00,E01,E02,E50,E51,E52,E53,E54,E55,E56,E58,E59,E60,E61,E63,E64","Iron, vitamin deficiencies, and nutritional anaemias",D53
"D50,D51,D52,D53,E00,E01,E02,E50,E51,E52,E53,E54,E55,E56,E58,E59,E60,E61,E63,E64","Iron, vitamin deficiencies, and nutritional anaemias",E00
"D50,D51,D52,D53,E00,E01,E02,E50,E51,E52,E53,E54,E55,E56,E58,E59,E60,E61,E63,E64","Iron, vitamin deficiencies, and nutritional anaemias",E01
"D50,D51,D52,D53,E00,E01,E02,E50,E51,E52,E53,E54,E55,E56,E58,E59,E60,E61,E63,E64","Iron, vitamin deficiencies, and nutritional anaemias",E02
"D50,D51,D52,D53,E00,E01,E02,E50,E51,E52,E53,E54,E55,E56,E58,E59,E60,E61,E63,E64","Iron, vitamin deficiencies, and nutritional anaemias",E50
"D50,D51,D52,D53,E00,E01,E02,E50,E51,E52,E53,E54,E55,E56,E58,E59,E60,E61,E63,E64","Iron, vitamin deficiencies, and nutritional anaemias",E51
"D50,D51,D52,D53,E00,E01,E02,E50,E51,E52,E53,E54,E55,E56,E58,E59,E60,E61,E63,E64","Iron, vitamin deficiencies, and nutritional anaemias",E52
"D50,D51,D52,D53,E00,E01,E02,E50,E51,E52,E53,E54,E55,E56,E58,E59,E60,E61,E63,E64","Iron, vitamin deficiencies, and nutritional anaemias",E53
"D50,D51,D52,D53,E00,E01,E02,E50,E51,E52,E53,E54,E55,E56,E58,E59,E60,E61,E63,E64","Iron, vitamin deficiencies, and nutritional anaemias",E54
"D50,D51,D52,D53,E00,E01,E02,E50,E51,E52,E53,E54,E55,E56,E58,E59,E60,E61,E63,E64","Iron, vitamin deficiencies, and nutritional anaemias",E55
"D50,D51,D52,D53,E00,E01,E02,E50,E51,E52,E53,E54,E55,E56,E58,E59,E60,E61,E63,E64","Iron, vitamin deficiencies, and nutritional anaemias",E56
"D50,D51,D52,D53,E00,E01,E02,E50,E51,E52,E53,E54,E55,E56,E58,E59,E60,E61,E63,E64","Iron, vitamin deficiencies, and nutritional anaemias",E58
"D50,D51,D52,D53,E00,E01,E02,E50,E51,E52,E53,E54,E55,E56,E58,E59,E60,E61,E63,E64","Iron, vitamin deficiencies, and nutritional anaemias",E59
"D50,D51,D52,D53,E00,E01,E02,E50,E51,E52,E53,E54,E55,E56,E58,E59,E60,E61,E63,E64","Iron, vitamin deficiencies, and nutritional anaemias",E60
"D50,D51,D52,D53,E00,E01,E02,E50,E51,E52,E53,E54,E55,E56,E58,E59,E60,E61,E63,E64","Iron, vitamin deficiencies, and nutritional anaemias",E61
"D50,D51,D52,D53,E00,E01,E02,E50,E51,E52,E53,E54,E55,E56,E58,E59,E60,E61,E63,E64","Iron, vitamin deficiencies, and nutritional anaemias",E63
"D50,D51,D52,D53,E00,E01,E02,E50,E51,E52,E53,E54,E55,E56,E58,E59,E60,E61,E63,E64","Iron, vitamin deficiencies, and nutritional anaemias",E64
"D55,D56,D57,D58,D59,D60,D61,D62,D63,D64,D65,D66,D67,D68,D69,D70,D71,D72,D73,D74,D75,D76,D77",Endocrine and immune disorders (1),D55
"D55,D56,D57,D58,D59,D60,D61,D62,D63,D64,D65,D66,D67,D68,D69,D70,D71,D72,D73,D74,D75,D76,D77",Endocrine and immune disorders (1),D56
"D55,D56,D57,D58,D59,D60,D61,D62,D63,D64,D65,D66,D67,D68,D69,D70,D71,D72,D73,D74,D75,D76,D77",Endocrine and immune disorders (1),D57
"D55,D56,D57,D58,D59,D60,D61,D62,D63,D64,D65,D66,D67,D68,D69,D70,D71,D72,D73,D74,D75,D76,D77",Endocrine and immune disorders (1),D58
"D55,D56,D57,D58,D59,D60,D61,D62,D63,D64,D65,D66,D67,D68,D69,D70,D71,D72,D73,D74,D75,D76,D77",Endocrine and immune disorders (1),D59
"D55,D56,D57,D58,D59,D60,D61,D62,D63,D64,D65,D66,D67,D68,D69,D70,D71,D72,D73,D74,D75,D76,D77",Endocrine and immune disorders (1),D60
"D55,D56,D57,D58,D59,D60,D61,D62,D63,D64,D65,D66,D67,D68,D69,D70,D71,D72,D73,D74,D75,D76,D77",Endocrine and immune disorders (1),D61
"D55,D56,D57,D58,D59,D60,D61,D62,D63,D64,D65,D66,D67,D68,D69,D70,D71,D72,D73,D74,D75,D76,D77",Endocrine and immune disorders (1),D62
"D55,D56,D57,D58,D59,D60,D61,D62,D63,D64,D65,D66,D67,D68,D69,D70,D71,D72,D73,D74,D75,D76,D77",Endocrine and immune disorders (1),D63
"D55,D56,D57,D58,D59,D60,D61,D62,D63,D64,D65,D66,D67,D68,D69,D70,D71,D72,D73,D74,D75,D76,D77",Endocrine and immune disorders (1),D64
"D55,D56,D57,D58,D59,D60,D61,D62,D63,D64,D65,D66,D67,D68,D69,D70,D71,D72,D73,D74,D75,D76,D77",Endocrine and immune disorders (1),D65
"D55,D56,D57,D58,D59,D60,D61,D62,D63,D64,D65,D66,D67,D68,D69,D70,D71,D72,D73,D74,D75,D76,D77",Endocrine and immune disorders (1),D66
"D55,D56,D57,D58,D59,D60,D61,D62,D63,D64,D65,D66,D67,D68,D69,D70,D71,D72,D73,D74,D75,D76,D77",Endocrine and immune disorders (1),D67
"D55,D56,D57,D58,D59,D60,D61,D62,D63,D64,D65,D66,D67,D68,D69,D70,D71,D72,D73,D74,D75,D76,D77",Endocrine and immune disorders (1),D68
"D55,D56,D57,D58,D59,D60,D61,D62,D63,D64,D65,D66,D67,D68,D69,D70,D71,D72,D73,D74,D75,D76,D77",Endocrine and immune disorders (1),D69
"D55,D56,D57,D58,D59,D60,D61,D62,D63,D64,D65,D66,D67,D68,D69,D70,D71,D72,D73,D74,D75,D76,D77",Endocrine and immune disorders (1),D70
"D55,D56,D57,D58,D59,D60,D61,D62,D63,D64,D65,D66,D67,D68,D69,D70,D71,D72,D73,D74,D75,D76,D77",Endocrine and immune disorders (1),D71
"D55,D56,D57,D58,D59,D60,D61,D62,D63,D64,D65,D66,D67,D68,D69,D70,D71,D72,D73,D74,D75,D76,D77",Endocrine and immune disorders (1),D72
"D55,D56,D57,D58,D59,D60,D61,D62,D63,D64,D65,D66,D67,D68,D69,D70,D71,D72,D73,D74,D75,D76,D77",Endocrine and immune disorders (1),D73
"D55,D56,D57,D58,D59,D60,D61,D62,D63,D64,D65,D66,D67,D68,D69,D70,D71,D72,D73,D74,D75,D76,D77",Endocrine and immune disorders (1),D74
"D55,D56,D57,D58,D59,D60,D61,D62,D63,D64,D65,D66,D67,D68,D69,D70,D71,D72,D73,D74,D75,D76,D77",Endocrine and immune disorders (1),D75
"D55,D56,D57,D58,D59,D60,D61,D62,D63,D64,D65,D66,D67,D68,D69,D70,D71,D72,D73,D74,D75,D76,D77",Endocrine and immune disorders (1),D76
"D55,D56,D57,D58,D59,D60,D61,D62,D63,D64,D65,D66,D67,D68,D69,D70,D71,D72,D73,D74,D75,D76,D77",Endocrine and immune disorders (1),D77
"D80,D81,D82,D83,D84,D86,D89",Endocrine and immune disorders (2),D80
"D80,D81,D82,D83,D84,D86,D89",Endocrine and immune disorders (2),D81
"D80,D81,D82,D83,D84,D86,D89",Endocrine and immune disorders (2),D82
"D80,D81,D82,D83,D84,D86,D89",Endocrine and immune disorders (2),D83
"D80,D81,D82,D83,D84,D86,D89",Endocrine and immune disorders (2),D84
"D80,D81,D82,D83,D84,D86,D89",Endocrine and immune disorders (2),D86
"D80,D81,D82,D83,D84,D86,D89",Endocrine and immune disorders (2),D89
"E03,E04,E05,E06,E07",Endocrine and immune disorders (3),E03
"E03,E04,E05,E06,E07",Endocrine and immune disorders (3),E04
"E03,E04,E05,E06,E07",Endocrine and immune disorders (3),E05
"E03,E04,E05,E06,E07",Endocrine and immune disorders (3),E06
"E03,E04,E05,E06,E07",Endocrine and immune disorders (3),E07
"E10,E11,E12,E13,E14",Diabetes mellitus,E10
"E10,E11,E12,E13,E14",Diabetes mellitus,E11
"E10,E11,E12,E13,E14",Diabetes mellitus,E12
"E10,E11,E12,E13,E14",Diabetes mellitus,E13
"E10,E11,E12,E13,E14",Diabetes mellitus,E14
"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",Endocrine and immune disorders (4),E15
"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",Endocrine and immune disorders (4),E16
"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",Endocrine and immune disorders (4),E20
"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",Endocrine and immune disorders (4),E21
"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",Endocrine and immune disorders (4),E22
"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",Endocrine and immune disorders (4),E23
"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",Endocrine and immune disorders (4),E24
"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",Endocrine and immune disorders (4),E25
"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",Endocrine and immune disorders (4),E26
"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",Endocrine and immune disorders (4),E27
"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",Endocrine and immune disorders (4),E28
"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",Endocrine and immune disorders (4),E29
"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",Endocrine and immune disorders (4),E30
"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",Endocrine and immune disorders (4),E31
"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",Endocrine and immune disorders (4),E32
"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",Endocrine and immune disorders (4),E34
"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",Endocrine and immune disorders (4),E35
"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",Endocrine and immune disorders (4),E65
"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",Endocrine and immune disorders (4),E66
"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",Endocrine and immune disorders (4),E67
"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",Endocrine and immune disorders (4),E68
"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",Endocrine and immune disorders (4),E70
"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",Endocrine and immune disorders (4),E71
"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",Endocrine and immune disorders (4),E72
"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",Endocrine and immune disorders (4),E73
"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",Endocrine and immune disorders (4),E74
"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",Endocrine and immune disorders (4),E75
"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",Endocrine and immune disorders (4),E76
"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",Endocrine and immune disorders (4),E77
"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",Endocrine and immune disorders (4),E78
"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",Endocrine and immune disorders (4),E79
"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",Endocrine and immune disorders (4),E80
"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",Endocrine and immune disorders (4),E83
"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",Endocrine and immune disorders (4),E84
"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",Endocrine and immune disorders (4),E85
"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",Endocrine and immune disorders (4),E86
"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",Endocrine and immune disorders (4),E87
"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",Endocrine and immune disorders (4),E88
"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",Endocrine and immune disorders (4),E89
"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",Endocrine and immune disorders (4),E90
"E40,E41,E42,E43,E44,E45,E46,X53,X54",Protein-energy malnutrition,E40
"E40,E41,E42,E43,E44,E45,E46,X53,X54",Protein-energy malnutrition,E41
"E40,E41,E42,E43,E44,E45,E46,X53,X54",Protein-energy malnutrition,E42
"E40,E41,E42,E43,E44,E45,E46,X53,X54",Protein-energy malnutrition,E43
"E40,E41,E42,E43,E44,E45,E46,X53,X54",Protein-energy malnutrition,E44
"E40,E41,E42,E43,E44,E45,E46,X53,X54",Protein-energy malnutrition,E45
"E40,E41,E42,E43,E44,E45,E46,X53,X54",Protein-energy malnutrition,E46
"E40,E41,E42,E43,E44,E45,E46,X53,X54",Protein-energy malnutrition,X53
"E40,E41,E42,E43,E44,E45,E46,X53,X54",Protein-energy malnutrition,X54
"F00,F01,F02,F03,F04,F05,F06,F07,F09",Other neuropsychiatric disorders - Organic,F00
"F00,F01,F02,F03,F04,F05,F06,F07,F09",Other neuropsychiatric disorders - Organic,F01
"F00,F01,F02,F03,F04,F05,F06,F07,F09",Other neuropsychiatric disorders - Organic,F02
"F00,F01,F02,F03,F04,F05,F06,F07,F09",Other neuropsychiatric disorders - Organic,F03
"F00,F01,F02,F03,F04,F05,F06,F07,F09",Other neuropsychiatric disorders - Organic,F04
"F00,F01,F02,F03,F04,F05,F06,F07,F09",Other neuropsychiatric disorders - Organic,F05
"F00,F01,F02,F03,F04,F05,F06,F07,F09",Other neuropsychiatric disorders - Organic,F06
"F00,F01,F02,F03,F04,F05,F06,F07,F09",Other neuropsychiatric disorders - Organic,F07
"F00,F01,F02,F03,F04,F05,F06,F07,F09",Other neuropsychiatric disorders - Organic,F09
"F11,F12,F13,F14,F15,F16,F17,F18,F19",Other neuropsychiatric disorders - Substance Use,F11
"F11,F12,F13,F14,F15,F16,F17,F18,F19",Other neuropsychiatric disorders - Substance Use,F12
"F11,F12,F13,F14,F15,F16,F17,F18,F19",Other neuropsychiatric disorders - Substance Use,F13
"F11,F12,F13,F14,F15,F16,F17,F18,F19",Other neuropsychiatric disorders - Substance Use,F14
"F11,F12,F13,F14,F15,F16,F17,F18,F19",Other neuropsychiatric disorders - Substance Use,F15
"F11,F12,F13,F14,F15,F16,F17,F18,F19",Other neuropsychiatric disorders - Substance Use,F16
"F11,F12,F13,F14,F15,F16,F17,F18,F19",Other neuropsychiatric disorders - Substance Use,F17
"F11,F12,F13,F14,F15,F16,F17,F18,F19",Other neuropsychiatric disorders - Substance Use,F18
"F11,F12,F13,F14,F15,F16,F17,F18,F19",Other neuropsychiatric disorders - Substance Use,F19
"F20,F21,F22,F23,F24,F25,F28,F29",Other neuropsychiatric disorders - Schizophrenia,F20
