kind,kind_depth,chapter,code,title
category,2,I,B18.2,Chronic viral hepatitis C
category,2,I,B18.8,Other chronic viral hepatitis
category,2,I,B18.9,"Chronic viral hepatitis, unspecified"
category,1,I,B19,Unspecified viral hepatitis
category,2,I,B19.0,Unspecified viral hepatitis with hepatic coma
category,2,I,B19.9,Unspecified viral hepatitis without hepatic coma
block,1,I,B20-B24,Human immunodeficiency virus [HIV] disease
category,1,I,B20,Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases
category,2,I,B20.0,HIV disease resulting in mycobacterial infection
category,2,I,B20.1,HIV disease resulting in other bacterial infections
category,2,I,B20.2,HIV disease resulting in cytomegaloviral disease
category,2,I,B20.3,HIV disease resulting in other viral infections
category,2,I,B20.4,HIV disease resulting in candidiasis
category,2,I,B20.5,HIV disease resulting in other mycoses
category,2,I,B20.6,HIV disease resulting in Pneumocystis jirovecii pneumonia
category,2,I,B20.7,HIV disease resulting in multiple infections
category,2,I,B20.8,HIV disease resulting in other infectious and parasitic diseases
category,2,I,B20.9,HIV disease resulting in unspecified infectious or parasitic disease
category,1,I,B21,Human immunodeficiency virus [HIV] disease resulting in malignant neoplasms
category,2,I,B21.0,HIV disease resulting in Kaposi sarcoma
category,2,I,B21.1,HIV disease resulting in Burkitt lymphoma
category,2,I,B21.2,HIV disease resulting in other types of non-Hodgkin lymphoma
category,2,I,B21.3,"HIV disease resulting in other malignant neoplasms of lymphoid, haematopoietic and related tissue"
category,2,I,B21.7,HIV disease resulting in multiple malignant neoplasms
category,2,I,B21.8,HIV disease resulting in other malignant neoplasms
category,2,I,B21.9,HIV disease resulting in unspecified malignant neoplasm
category,1,I,B22,Human immunodeficiency virus [HIV] disease resulting in other specified diseases
category,2,I,B22.0,HIV disease resulting in encephalopathy
category,2,I,B22.1,HIV disease resulting in lymphoid interstitial pneumonitis
category,2,I,B22.2,HIV disease resulting in wasting syndrome
category,2,I,B22.7,HIV disease resulting in multiple diseases classified elsewhere
category,1,I,B23,Human immunodeficiency virus [HIV] disease resulting in other conditions
category,2,I,B23.0,Acute HIV infection syndrome
category,2,I,B23.1,HIV disease resulting in (persistent) generalized lymphadenopathy
category,2,I,B23.2,"HIV disease resulting in haematological and immunological abnormalities, not elsewhere classified"
category,2,I,B23.8,HIV disease resulting in other specified conditions
category,1,I,B24,Unspecified human immunodeficiency virus [HIV] disease
block,1,I,B25-B34,Other viral diseases
category,1,I,B25,Cytomegaloviral disease
category,2,I,B25.0,Cytomegaloviral pneumonitis
category,2,I,B25.1,Cytomegaloviral hepatitis
category,2,I,B25.2,Cytomegaloviral pancreatitis
category,2,I,B25.8,Other cytomegaloviral diseases
category,2,I,B25.9,"Cytomegaloviral disease, unspecified"
category,1,I,B26,Mumps
category,2,I,B26.0,Mumps orchitis
category,2,I,B26.1,Mumps meningitis
category,2,I,B26.2,Mumps encephalitis
category,2,I,B26.3,Mumps pancreatitis
category,2,I,B26.8,Mumps with other complications
category,2,I,B26.9,Mumps without complication
category,1,I,B27,Infectious mononucleosis
category,2,I,B27.0,Gammaherpesviral mononucleosis
category,2,I,B27.1,Cytomegaloviral mononucleosis
category,2,I,B27.8,Other infectious mononucleosis
category,2,I,B27.9,"Infectious mononucleosis, unspecified"
category,1,I,B30,Viral conjunctivitis
category,2,I,B30.0,Keratoconjunctivitis due to adenovirus
category,2,I,B30.1,Conjunctivitis due to adenovirus
category,2,I,B30.2,Viral pharyngoconjunctivitis
category,2,I,B30.3,Acute epidemic haemorrhagic conjunctivitis (enteroviral)
category,2,I,B30.8,Other viral conjunctivitis
category,2,I,B30.9,"Viral conjunctivitis, unspecified"
category,1,I,B33,"Other viral diseases, not elsewhere classified"
category,2,I,B33.0,Epidemic myalgia
category,2,I,B33.1,Ross River disease
category,2,I,B33.2,Viral carditis
category,2,I,B33.3,"Retrovirus infections, not elsewhere classified"
category,2,I,B33.4,Hantavirus (cardio-)pulmonary syndrome [HPS] [HCPS]
category,2,I,B33.8,Other specified viral diseases
category,1,I,B34,Viral infection of unspecified site
category,2,I,B34.0,"Adenovirus infection, unspecified site"
category,2,I,B34.1,"Enterovirus infection, unspecified site"
category,2,I,B34.2,"Coronavirus infection, unspecified site"
category,2,I,B34.3,"Parvovirus infection, unspecified site"
category,2,I,B34.4,"Papovavirus infection, unspecified site"
category,2,I,B34.8,Other viral infections of unspecified site
category,2,I,B34.9,"Viral infection, unspecified"
block,1,I,B35-B49,Mycoses
category,1,I,B35,Dermatophytosis
category,2,I,B35.0,Tinea barbae and tinea capitis
category,2,I,B35.1,Tinea unguium
category,2,I,B35.2,Tinea manuum
category,2,I,B35.3,Tinea pedis
category,2,I,B35.4,Tinea corporis
category,2,I,B35.5,Tinea imbricata
category,2,I,B35.6,Tinea inguinalis [Tinea cruris]
category,2,I,B35.8,Other dermatophytoses
category,2,I,B35.9,"Dermatophytosis, unspecified"
category,1,I,B36,Other superficial mycoses
category,2,I,B36.0,Pityriasis versicolor
category,2,I,B36.1,Tinea nigra
category,2,I,B36.2,White piedra
category,2,I,B36.3,Black piedra
category,2,I,B36.8,Other specified superficial mycoses
category,2,I,B36.9,"Superficial mycosis, unspecified"
category,1,I,B37,Candidiasis
category,2,I,B37.0,Candidal stomatitis
category,2,I,B37.1,Pulmonary candidiasis
category,2,I,B37.2,Candidiasis of skin and nail
category,2,I,B37.3,Candidiasis of vulva and vagina
category,2,I,B37.4,Candidiasis of other urogenital sites
category,2,I,B37.5,Candidal meningitis
category,2,I,B37.6,Candidal endocarditis
category,2,I,B37.7,Candidal sepsis
category,2,I,B37.8,Candidiasis of other sites
category,2,I,B37.9,"Candidiasis, unspecified"
category,1,I,B38,Coccidioidomycosis
category,2,I,B38.0,Acute pulmonary coccidioidomycosis
category,2,I,B38.1,Chronic pulmonary coccidioidomycosis
category,2,I,B38.2,"Pulmonary coccidioidomycosis, unspecified"
category,2,I,B38.3,Cutaneous coccidioidomycosis
category,2,I,B38.4,Coccidioidomycosis meningitis
category,2,I,B38.7,Disseminated coccidioidomycosis
category,2,I,B38.8,Other forms of coccidioidomycosis
category,2,I,B38.9,"Coccidioidomycosis, unspecified"
category,1,I,B39,Histoplasmosis
category,2,I,B39.0,Acute pulmonary histoplasmosis capsulati
category,2,I,B39.1,Chronic pulmonary histoplasmosis capsulati
category,2,I,B39.2,"Pulmonary histoplasmosis capsulati, unspecified"
category,2,I,B39.3,Disseminated histoplasmosis capsulati
category,2,I,B39.4,"Histoplasmosis capsulati, unspecified"
category,2,I,B39.5,Histoplasmosis duboisii
category,2,I,B39.9,"Histoplasmosis, unspecified"
category,1,I,B40,Blastomycosis
category,2,I,B40.0,Acute pulmonary blastomycosis
category,2,I,B40.1,Chronic pulmonary blastomycosis
category,2,I,B40.2,"Pulmonary blastomycosis, unspecified"
category,2,I,B40.3,Cutaneous blastomycosis
category,2,I,B40.7,Disseminated blastomycosis
category,2,I,B40.8,Other forms of blastomycosis
category,2,I,B40.9,"Blastomycosis, unspecified"
category,1,I,B41,Paracoccidioidomycosis
category,2,I,B41.0,Pulmonary paracoccidioidomycosis
category,2,I,B41.7,Disseminated paracoccidioidomycosis
category,2,I,B41.8,Other forms of paracoccidioidomycosis
category,2,I,B41.9,"Paracoccidioidomycosis, unspecified"
category,1,I,B42,Sporotrichosis
category,2,I,B42.0,Pulmonary sporotrichosis
category,2,I,B42.1,Lymphocutaneous sporotrichosis
category,2,I,B42.7,Disseminated sporotrichosis
category,2,I,B42.8,Other forms of sporotrichosis
category,2,I,B42.9,"Sporotrichosis, unspecified"
category,1,I,B43,Chromomycosis and phaeomycotic abscess
category,2,I,B43.0,Cutaneous chromomycosis
category,2,I,B43.1,Phaeomycotic brain abscess
category,2,I,B43.2,Subcutaneous phaeomycotic abscess and cyst
category,2,I,B43.8,Other forms of chromomycosis
category,2,I,B43.9,"Chromomycosis, unspecified"
category,1,I,B44,Aspergillosis
category,2,I,B44.0,Invasive pulmonary aspergillosis
category,2,I,B44.1,Other pulmonary aspergillosis
category,2,I,B44.2,Tonsillar aspergillosis
category,2,I,B44.7,Disseminated aspergillosis
category,2,I,B44.8,Other forms of aspergillosis
category,2,I,B44.9,"Aspergillosis, unspecified"
category,1,I,B45,Cryptococcosis
category,2,I,B45.0,Pulmonary cryptococcosis
category,2,I,B45.1,Cerebral cryptococcosis
category,2,I,B45.2,Cutaneous cryptococcosis
category,2,I,B45.3,Osseous cryptococcosis
category,2,I,B45.7,Disseminated cryptococcosis
category,2,I,B45.8,Other forms of cryptococcosis
category,2,I,B45.9,"Cryptococcosis, unspecified"
category,1,I,B46,Zygomycosis
category,2,I,B46.0,Pulmonary mucormycosis
category,2,I,B46.1,Rhinocerebral mucormycosis
category,2,I,B46.2,Gastrointestinal mucormycosis
category,2,I,B46.3,Cutaneous mucormycosis
category,2,I,B46.4,Disseminated mucormycosis
category,2,I,B46.5,"Mucormycosis, unspecified"
category,2,I,B46.8,Other zygomycoses
category,2,I,B46.9,"Zygomycosis, unspecified"
category,1,I,B47,Mycetoma
category,2,I,B47.0,Eumycetoma
category,2,I,B47.1,Actinomycetoma
category,2,I,B47.9,"Mycetoma, unspecified"
category,1,I,B48,"Other mycoses, not elsewhere classified"
category,2,I,B48.0,Lobomycosis
category,2,I,B48.1,Rhinosporidiosis
category,2,I,B48.2,Allescheriasis
category,2,I,B48.3,Geotrichosis
category,2,I,B48.4,Penicillosis
category,2,I,B48.5,Pneumocystosis
category,2,I,B48.7,Opportunistic mycoses
category,2,I,B48.8,Other specified mycoses
category,1,I,B49,Unspecified mycosis
block,1,I,B50-B64,Protozoal diseases
category,1,I,B50,Plasmodium falciparum malaria
category,2,I,B50.0,Plasmodium falciparum malaria with cerebral complications
category,2,I,B50.8,Other severe and complicated Plasmodium falciparum malaria
category,2,I,B50.9,"Plasmodium falciparum malaria, unspecified"
category,1,I,B51,Plasmodium vivax malaria
category,2,I,B51.0,Plasmodium vivax malaria with rupture of spleen
category,2,I,B51.8,Plasmodium vivax malaria with other complications
category,2,I,B51.9,Plasmodium vivax malaria without complication
category,1,I,B52,Plasmodium malariae malaria
category,2,I,B52.0,Plasmodium malariae malaria with nephropathy
category,2,I,B52.8,Plasmodium malariae malaria with other complications
category,2,I,B52.9,Plasmodium malariae malaria without complication
category,1,I,B53,Other parasitologically confirmed malaria
category,2,I,B53.0,Plasmodium ovale malaria
category,2,I,B53.1,Malaria due to simian plasmodia
category,2,I,B53.8,"Other parasitologically confirmed malaria, not elsewhere classified"
category,1,I,B54,Unspecified malaria
category,1,I,B55,Leishmaniasis
category,2,I,B55.0,Visceral leishmaniasis
category,2,I,B55.1,Cutaneous leishmaniasis
category,2,I,B55.2,Mucocutaneous leishmaniasis
category,2,I,B55.9,"Leishmaniasis, unspecified"
category,1,I,B56,African trypanosomiasis
category,2,I,B56.0,Gambiense trypanosomiasis
category,2,I,B56.1,Rhodesiense trypanosomiasis
category,2,I,B56.9,"African trypanosomiasis, unspecified"
category,1,I,B57,Chagas disease
category,2,I,B57.0,Acute Chagas disease with heart involvement
category,2,I,B57.1,Acute Chagas disease without heart involvement
category,2,I,B57.2,Chagas disease (chronic) with heart involvement
category,2,I,B57.3,Chagas disease (chronic) with digestive system involvement
category,2,I,B57.4,Chagas disease (chronic) with nervous system involvement
category,2,I,B57.5,Chagas disease (chronic) with other organ involvement
category,1,I,B58,Toxoplasmosis
category,2,I,B58.0,Toxoplasma oculopathy
category,2,I,B58.1,Toxoplasma hepatitis
category,2,I,B58.2,Toxoplasma meningoencephalitis
category,2,I,B58.3,Pulmonary toxoplasmosis
category,2,I,B58.8,Toxoplasmosis with other organ involvement
category,2,I,B58.9,"Toxoplasmosis, unspecified"
category,1,I,B60,"Other protozoal diseases, not elsewhere classified"
category,2,I,B60.0,Babesiosis
category,2,I,B60.1,Acanthamoebiasis
category,2,I,B60.2,Naegleriasis
category,2,I,B60.8,Other specified protozoal diseases
category,1,I,B64,Unspecified protozoal disease
block,1,I,B65-B83,Helminthiases
category,1,I,B65,Schistosomiasis [bilharziasis]
category,2,I,B65.0,Schistosomiasis due to Schistosoma haematobium [urinary schistosomiasis]
category,2,I,B65.1,Schistosomiasis due to Schistosoma mansoni [intestinal schistosomiasis]
category,2,I,B65.2,Schistosomiasis due to Schistosoma japonicum
category,2,I,B65.3,Cercarial dermatitis
category,2,I,B65.8,Other schistosomiases
category,2,I,B65.9,"Schistosomiasis, unspecified"
category,1,I,B66,Other fluke infections
category,2,I,B66.0,Opisthorchiasis
category,2,I,B66.1,Clonorchiasis
category,2,I,B66.2,Dicrocoeliasis
category,2,I,B66.3,Fascioliasis
category,2,I,B66.4,Paragonimiasis
category,2,I,B66.5,Fasciolopsiasis
category,2,I,B66.8,Other specified fluke infections
category,2,I,B66.9,"Fluke infection, unspecified"
category,1,I,B67,Echinococcosis
category,2,I,B67.0,Echinococcus granulosus infection of liver
category,2,I,B67.1,Echinococcus granulosus infection of lung
category,2,I,B67.2,Echinococcus granulosus infection of bone
category,2,I,B67.3,"Echinococcus granulosus infection, other and multiple sites"
category,2,I,B67.4,"Echinococcus granulosus infection, unspecified"
category,2,I,B67.5,Echinococcus multilocularis infection of liver
category,2,I,B67.6,"Echinococcus multilocularis infection, other and multiple sites"
category,2,I,B67.7,"Echinococcus multilocularis infection, unspecified"
category,2,I,B67.8,"Echinococcosis, unspecified, of liver"
category,2,I,B67.9,"Echinococcosis, other and unspecified"
category,1,I,B68,Taeniasis
category,2,I,B68.0,Taenia solium taeniasis
category,2,I,B68.1,Taenia saginata taeniasis
category,2,I,B68.9,"Taeniasis, unspecified"
category,1,I,B69,Cysticercosis
category,2,I,B69.0,Cysticercosis of central nervous system
category,2,I,B69.1,Cysticercosis of eye
category,2,I,B69.8,Cysticercosis of other sites
category,2,I,B69.9,"Cysticercosis, unspecified"
category,1,I,B70,Diphyllobothriasis and sparganosis
category,2,I,B70.0,Diphyllobothriasis
category,2,I,B70.1,Sparganosis
category,1,I,B71,Other cestode infections
category,2,I,B71.0,Hymenolepiasis
category,2,I,B71.1,Dipylidiasis
category,2,I,B71.8,Other specified cestode infections
category,2,I,B71.9,"Cestode infection, unspecified"
category,1,I,B72,Dracunculiasis
category,1,I,B73,Onchocerciasis
category,1,I,B74,Filariasis
category,2,I,B74.0,Filariasis due to Wuchereria bancrofti
category,2,I,B74.1,Filariasis due to Brugia malayi
category,2,I,B74.2,Filariasis due to Brugia timori
category,2,I,B74.3,Loiasis
category,2,I,B74.4,Mansonelliasis
category,2,I,B74.8,Other filariases
category,2,I,B74.9,"Filariasis, unspecified"
category,1,I,B75,Trichinellosis
category,1,I,B76,Hookworm diseases
category,2,I,B76.0,Ancylostomiasis
category,2,I,B76.1,Necatoriasis
category,2,I,B76.8,Other hookworm diseases
category,2,I,B76.9,"Hookworm disease, unspecified"
category,1,I,B77,Ascariasis
category,2,I,B77.0,Ascariasis with intestinal complications
category,2,I,B77.8,Ascariasis with other complications
category,2,I,B77.9,"Ascariasis, unspecified"
category,1,I,B78,Strongyloidiasis
category,2,I,B78.0,Intestinal strongyloidiasis
category,2,I,B78.1,Cutaneous strongyloidiasis
category,2,I,B78.7,Disseminated strongyloidiasis
category,2,I,B78.9,"Strongyloidiasis, unspecified"
category,1,I,B79,Trichuriasis
category,1,I,B80,Enterobiasis
category,1,I,B81,"Other intestinal helminthiases, not elsewhere classified"
category,2,I,B81.0,Anisakiasis
category,2,I,B81.1,Intestinal capillariasis
category,2,I,B81.2,Trichostrongyliasis
category,2,I,B81.3,Intestinal angiostrongyliasis
category,2,I,B81.4,Mixed intestinal helminthiases
category,2,I,B81.8,Other specified intestinal helminthiases
category,1,I,B82,Unspecified intestinal parasitism
category,2,I,B82.0,"Intestinal helminthiasis, unspecified"
category,2,I,B82.9,"Intestinal parasitism, unspecified"
category,1,I,B83,Other helminthiases
category,2,I,B83.0,Visceral larva migrans
category,2,I,B83.1,Gnathostomiasis
category,2,I,B83.2,Angiostrongyliasis due to Parastrongylus cantonensis
