cghr10_age,cghr10_title,icd10_code,icd10_range
adult,Other noncommunicable diseases,H14,H11-H59
adult,Other noncommunicable diseases,H15,H11-H59
adult,Other noncommunicable diseases,H16,H11-H59
adult,Other noncommunicable diseases,H17,H11-H59
adult,Other noncommunicable diseases,H18,H11-H59
adult,Other noncommunicable diseases,H19,H11-H59
adult,Other noncommunicable diseases,H20,H11-H59
adult,Other noncommunicable diseases,H21,H11-H59
adult,Other noncommunicable diseases,H22,H11-H59
adult,Other noncommunicable diseases,H23,H11-H59
adult,Other noncommunicable diseases,H24,H11-H59
adult,Other noncommunicable diseases,H25,H11-H59
adult,Other noncommunicable diseases,H26,H11-H59
adult,Other noncommunicable diseases,H27,H11-H59
adult,Other noncommunicable diseases,H28,H11-H59
adult,Other noncommunicable diseases,H29,H11-H59
adult,Other noncommunicable diseases,H30,H11-H59
adult,Other noncommunicable diseases,H31,H11-H59
adult,Other noncommunicable diseases,H32,H11-H59
adult,Other noncommunicable diseases,H33,H11-H59
adult,Other noncommunicable diseases,H34,H11-H59
adult,Other noncommunicable diseases,H35,H11-H59
adult,Other noncommunicable diseases,H36,H11-H59
adult,Other noncommunicable diseases,H37,H11-H59
adult,Other noncommunicable diseases,H38,H11-H59
adult,Other noncommunicable diseases,H39,H11-H59
adult,Other noncommunicable diseases,H40,H11-H59
adult,Other noncommunicable diseases,H41,H11-H59
adult,Other noncommunicable diseases,H42,H11-H59
adult,Other noncommunicable diseases,H43,H11-H59
adult,Other noncommunicable diseases,H44,H11-H59
adult,Other noncommunicable diseases,H45,H11-H59
adult,Other noncommunicable diseases,H46,H11-H59
adult,Other noncommunicable diseases,H47,H11-H59
adult,Other noncommunicable diseases,H48,H11-H59
adult,Other noncommunicable diseases,H49,H11-H59
adult,Other noncommunicable diseases,H50,H11-H59
adult,Other noncommunicable diseases,H51,H11-H59
adult,Other noncommunicable diseases,H52,H11-H59
adult,Other noncommunicable diseases,H53,H11-H59
adult,Other noncommunicable diseases,H54,H11-H59
adult,Other noncommunicable diseases,H55,H11-H59
adult,Other noncommunicable diseases,H56,H11-H59
adult,Other noncommunicable diseases,H57,H11-H59
adult,Other noncommunicable diseases,H58,H11-H59
adult,Other noncommunicable diseases,H59,H11-H59
adult,Unspecified infections,H60,H60
adult,Other noncommunicable diseases,H61,H61-H62
adult,Other noncommunicable diseases,H62,H61-H62
adult,Acute respiratory infections,H65,H65-H68
adult,Acute respiratory infections,H66,H65-H68
adult,Acute respiratory infections,H67,H65-H68
adult,Acute respiratory infections,H68,H65-H68
adult,Other noncommunicable diseases,H69,H69
adult,Acute respiratory infections,H70,H70-H71
adult,Acute respiratory infections,H71,H70-H71
adult,Other noncommunicable diseases,H72,H72-H95
adult,Other noncommunicable diseases,H73,H72-H95
adult,Other noncommunicable diseases,H74,H72-H95
adult,Other noncommunicable diseases,H75,H72-H95
adult,Other noncommunicable diseases,H76,H72-H95
adult,Other noncommunicable diseases,H77,H72-H95
adult,Other noncommunicable diseases,H78,H72-H95
adult,Other noncommunicable diseases,H79,H72-H95
adult,Other noncommunicable diseases,H80,H72-H95
adult,Other noncommunicable diseases,H81,H72-H95
adult,Other noncommunicable diseases,H82,H72-H95
adult,Other noncommunicable diseases,H83,H72-H95
adult,Other noncommunicable diseases,H84,H72-H95
adult,Other noncommunicable diseases,H85,H72-H95
adult,Other noncommunicable diseases,H86,H72-H95
adult,Other noncommunicable diseases,H87,H72-H95
adult,Other noncommunicable diseases,H88,H72-H95
adult,Other noncommunicable diseases,H89,H72-H95
adult,Other noncommunicable diseases,H90,H72-H95
adult,Other noncommunicable diseases,H91,H72-H95
adult,Other noncommunicable diseases,H92,H72-H95
adult,Other noncommunicable diseases,H93,H72-H95
adult,Other noncommunicable diseases,H94,H72-H95
adult,Other noncommunicable diseases,H95,H72-H95
adult,Other cardiovascular diseases,I00,I00-I03
adult,Other cardiovascular diseases,I01,I00-I03
adult,Other cardiovascular diseases,I02,I00-I03
adult,Other cardiovascular diseases,I03,I00-I03
adult,Other cardiovascular diseases,I05,I05-I15
adult,Other cardiovascular diseases,I06,I05-I15
adult,Other cardiovascular diseases,I07,I05-I15
adult,Other cardiovascular diseases,I08,I05-I15
adult,Other cardiovascular diseases,I09,I05-I15
adult,Other cardiovascular diseases,I10,I05-I15
adult,Other cardiovascular diseases,I11,I05-I15
adult,Other cardiovascular diseases,I12,I05-I15
adult,Other cardiovascular diseases,I13,I05-I15
adult,Other cardiovascular diseases,I14,I05-I15
adult,Other cardiovascular diseases,I15,I05-I15
adult,Ischemic heart disease,I20,I20-I25
adult,Ischemic heart disease,I21,I20-I25
adult,Ischemic heart disease,I22,I20-I25
adult,Ischemic heart disease,I23,I20-I25
adult,Ischemic heart disease,I24,I20-I25
adult,Ischemic heart disease,I25,I20-I25
adult,Other cardiovascular diseases,I26,I26-I28
adult,Other cardiovascular diseases,I27,I26-I28
adult,Other cardiovascular diseases,I28,I26-I28
adult,Unspecified infections,I30,I30
adult,Other cardiovascular diseases,I31,I31
adult,Unspecified infections,I32,I32-I33
adult,Unspecified infections,I33,I32-I33
adult,Other cardiovascular diseases,I34,I34-I52
adult,Other cardiovascular diseases,I35,I34-I52
adult,Other cardiovascular diseases,I36,I34-I52
adult,Other cardiovascular diseases,I37,I34-I52
adult,Other cardiovascular diseases,I38,I34-I52
adult,Other cardiovascular diseases,I39,I34-I52
adult,Other cardiovascular diseases,I40,I34-I52
adult,Other cardiovascular diseases,I41,I34-I52
adult,Other cardiovascular diseases,I42,I34-I52
adult,Other cardiovascular diseases,I43,I34-I52
adult,Other cardiovascular diseases,I44,I34-I52
adult,Other cardiovascular diseases,I45,I34-I52
adult,Other cardiovascular diseases,I46,I34-I52
adult,Other cardiovascular diseases,I47,I34-I52
adult,Other cardiovascular diseases,I48,I34-I52
adult,Other cardiovascular diseases,I49,I34-I52
adult,Other cardiovascular diseases,I50,I34-I52
adult,Other cardiovascular diseases,I51,I34-I52
adult,Other cardiovascular diseases,I52,I34-I52
adult,Stroke,I60,I60-I69
adult,Stroke,I61,I60-I69
adult,Stroke,I62,I60-I69
adult,Stroke,I63,I60-I69
adult,Stroke,I64,I60-I69
adult,Stroke,I65,I60-I69
adult,Stroke,I66,I60-I69
adult,Stroke,I67,I60-I69
adult,Stroke,I68,I60-I69
adult,Stroke,I69,I60-I69
adult,Other cardiovascular diseases,I70,I70-I99
adult,Other cardiovascular diseases,I71,I70-I99
adult,Other cardiovascular diseases,I72,I70-I99
adult,Other cardiovascular diseases,I73,I70-I99
adult,Other cardiovascular diseases,I74,I70-I99
adult,Other cardiovascular diseases,I75,I70-I99
adult,Other cardiovascular diseases,I76,I70-I99
adult,Other cardiovascular diseases,I77,I70-I99
adult,Other cardiovascular diseases,I78,I70-I99
adult,Other cardiovascular diseases,I79,I70-I99
adult,Other cardiovascular diseases,I80,I70-I99
adult,Other cardiovascular diseases,I81,I70-I99
adult,Other cardiovascular diseases,I82,I70-I99
adult,Other cardiovascular diseases,I83,I70-I99
adult,Other cardiovascular diseases,I84,I70-I99
adult,Other cardiovascular diseases,I85,I70-I99
adult,Other cardiovascular diseases,I86,I70-I99
adult,Other cardiovascular diseases,I87,I70-I99
adult,Other cardiovascular diseases,I88,I70-I99
adult,Other cardiovascular diseases,I89,I70-I99
adult,Other cardiovascular diseases,I90,I70-I99
adult,Other cardiovascular diseases,I91,I70-I99
adult,Other cardiovascular diseases,I92,I70-I99
adult,Other cardiovascular diseases,I93,I70-I99
adult,Other cardiovascular diseases,I94,I70-I99
adult,Other cardiovascular diseases,I95,I70-I99
adult,Other cardiovascular diseases,I96,I70-I99
adult,Other cardiovascular diseases,I97,I70-I99
adult,Other cardiovascular diseases,I98,I70-I99
adult,Other cardiovascular diseases,I99,I70-I99
adult,Acute respiratory infections,J00,J00-J22
adult,Acute respiratory infections,J01,J00-J22
adult,Acute respiratory infections,J02,J00-J22
adult,Acute respiratory infections,J03,J00-J22
adult,Acute respiratory infections,J04,J00-J22
adult,Acute respiratory infections,J05,J00-J22
adult,Acute respiratory infections,J06,J00-J22
adult,Acute respiratory infections,J07,J00-J22
adult,Acute respiratory infections,J08,J00-J22
adult,Acute respiratory infections,J09,J00-J22
adult,Acute respiratory infections,J10,J00-J22
adult,Acute respiratory infections,J11,J00-J22
adult,Acute respiratory infections,J12,J00-J22
adult,Acute respiratory infections,J13,J00-J22
adult,Acute respiratory infections,J14,J00-J22
adult,Acute respiratory infections,J15,J00-J22
adult,Acute respiratory infections,J16,J00-J22
adult,Acute respiratory infections,J17,J00-J22
adult,Acute respiratory infections,J18,J00-J22
adult,Acute respiratory infections,J19,J00-J22
adult,Acute respiratory infections,J20,J00-J22
adult,Acute respiratory infections,J21,J00-J22
adult,Acute respiratory infections,J22,J00-J22
adult,Chronic respiratory diseases,J30,J30-J31
adult,Chronic respiratory diseases,J31,J30-J31
adult,Acute respiratory infections,J32,J32
adult,Chronic respiratory diseases,J33,J33-J35
adult,Chronic respiratory diseases,J34,J33-J35
adult,Chronic respiratory diseases,J35,J33-J35
adult,Acute respiratory infections,J36,J36
adult,Chronic respiratory diseases,J37,J37-J64
adult,Chronic respiratory diseases,J38,J37-J64
adult,Chronic respiratory diseases,J39,J37-J64
adult,Chronic respiratory diseases,J40,J37-J64
adult,Chronic respiratory diseases,J41,J37-J64
adult,Chronic respiratory diseases,J42,J37-J64
adult,Chronic respiratory diseases,J43,J37-J64
adult,Chronic respiratory diseases,J44,J37-J64
adult,Chronic respiratory diseases,J45,J37-J64
adult,Chronic respiratory diseases,J46,J37-J64
adult,Chronic respiratory diseases,J47,J37-J64
adult,Chronic respiratory diseases,J48,J37-J64
adult,Chronic respiratory diseases,J49,J37-J64
adult,Chronic respiratory diseases,J50,J37-J64
adult,Chronic respiratory diseases,J51,J37-J64
adult,Chronic respiratory diseases,J52,J37-J64
adult,Chronic respiratory diseases,J53,J37-J64
adult,Chronic respiratory diseases,J54,J37-J64
adult,Chronic respiratory diseases,J55,J37-J64
adult,Chronic respiratory diseases,J56,J37-J64
adult,Chronic respiratory diseases,J57,J37-J64
adult,Chronic respiratory diseases,J58,J37-J64
adult,Chronic respiratory diseases,J59,J37-J64
adult,Chronic respiratory diseases,J60,J37-J64
adult,Chronic respiratory diseases,J61,J37-J64
adult,Chronic respiratory diseases,J62,J37-J64
adult,Chronic respiratory diseases,J63,J37-J64
adult,Chronic respiratory diseases,J64,J37-J64
adult,Tuberculosis,J65,J65
adult,Chronic respiratory diseases,J66,J66-J84
adult,Chronic respiratory diseases,J67,J66-J84
adult,Chronic respiratory diseases,J68,J66-J84
adult,Chronic respiratory diseases,J69,J66-J84
adult,Chronic respiratory diseases,J70,J66-J84
adult,Chronic respiratory diseases,J71,J66-J84
adult,Chronic respiratory diseases,J72,J66-J84
adult,Chronic respiratory diseases,J73,J66-J84
adult,Chronic respiratory diseases,J74,J66-J84
adult,Chronic respiratory diseases,J75,J66-J84
adult,Chronic respiratory diseases,J76,J66-J84
adult,Chronic respiratory diseases,J77,J66-J84
adult,Chronic respiratory diseases,J78,J66-J84
adult,Chronic respiratory diseases,J79,J66-J84
adult,Chronic respiratory diseases,J80,J66-J84
adult,Chronic respiratory diseases,J81,J66-J84
adult,Chronic respiratory diseases,J82,J66-J84
adult,Chronic respiratory diseases,J83,J66-J84
adult,Chronic respiratory diseases,J84,J66-J84
adult,Acute respiratory infections,J85,J85-J86
adult,Acute respiratory infections,J86,J85-J86
adult,Chronic respiratory diseases,J90,J90-J99
adult,Chronic respiratory diseases,J91,J90-J99
adult,Chronic respiratory diseases,J92,J90-J99
adult,Chronic respiratory diseases,J93,J90-J99
adult,Chronic respiratory diseases,J94,J90-J99
adult,Chronic respiratory diseases,J95,J90-J99
adult,Chronic respiratory diseases,J96,J90-J99
adult,Chronic respiratory diseases,J97,J90-J99
adult,Chronic respiratory diseases,J98,J90-J99
adult,Chronic respiratory diseases,J99,J90-J99
adult,Other noncommunicable diseases,K00,K00-K01
adult,Other noncommunicable diseases,K01,K00-K01
adult,Unspecified infections,K02,K02
adult,Other noncommunicable diseases,K03,K03
adult,Unspecified infections,K04,K04-K05
adult,Unspecified infections,K05,K04-K05
adult,Other noncommunicable diseases,K06,K06-K14
adult,Other noncommunicable diseases,K07,K06-K14
adult,Other noncommunicable diseases,K08,K06-K14
adult,Other noncommunicable diseases,K09,K06-K14
adult,Other noncommunicable diseases,K10,K06-K14
adult,Other noncommunicable diseases,K11,K06-K14
adult,Other noncommunicable diseases,K12,K06-K14
adult,Other noncommunicable diseases,K13,K06-K14
adult,Other noncommunicable diseases,K14,K06-K14
adult,Other noncommunicable diseases,K20,K20-K31
adult,Other noncommunicable diseases,K21,K20-K31
adult,Other noncommunicable diseases,K22,K20-K31
adult,Other noncommunicable diseases,K23,K20-K31
adult,Other noncommunicable diseases,K24,K20-K31
adult,Other noncommunicable diseases,K25,K20-K31
adult,Other noncommunicable diseases,K26,K20-K31
adult,Other noncommunicable diseases,K27,K20-K31
adult,Other noncommunicable diseases,K28,K20-K31
adult,Other noncommunicable diseases,K29,K20-K31
adult,Other noncommunicable diseases,K30,K20-K31
adult,Other noncommunicable diseases,K31,K20-K31
adult,Other noncommunicable diseases,K35,K35-K38
adult,Other noncommunicable diseases,K36,K35-K38
adult,Other noncommunicable diseases,K37,K35-K38
adult,Other noncommunicable diseases,K38,K35-K38
adult,Other noncommunicable diseases,K40,K40-K60
adult,Other noncommunicable diseases,K41,K40-K60
adult,Other noncommunicable diseases,K42,K40-K60
adult,Other noncommunicable diseases,K43,K40-K60
adult,Other noncommunicable diseases,K44,K40-K60
adult,Other noncommunicable diseases,K45,K40-K60
adult,Other noncommunicable diseases,K46,K40-K60
adult,Other noncommunicable diseases,K47,K40-K60
adult,Other noncommunicable diseases,K48,K40-K60
adult,Other noncommunicable diseases,K49,K40-K60
adult,Other noncommunicable diseases,K50,K40-K60
adult,Other noncommunicable diseases,K51,K40-K60
adult,Other noncommunicable diseases,K52,K40-K60
adult,Other noncommunicable diseases,K53,K40-K60
adult,Other noncommunicable diseases,K54,K40-K60
adult,Other noncommunicable diseases,K55,K40-K60
adult,Other noncommunicable diseases,K56,K40-K60
adult,Other noncommunicable diseases,K57,K40-K60
adult,Other noncommunicable diseases,K58,K40-K60
adult,Other noncommunicable diseases,K59,K40-K60
adult,Other noncommunicable diseases,K60,K40-K60
adult,Unspecified infections,K61,K61
adult,Other noncommunicable diseases,K62,K62-K64
adult,Other noncommunicable diseases,K63,K62-K64
adult,Other noncommunicable diseases,K64,K62-K64
adult,Unspecified infections,K65,K65
adult,Other noncommunicable diseases,K66,K66
adult,Unspecified infections,K67,K67
adult,Liver and alcohol related diseases,K70,K70-K77
adult,Liver and alcohol related diseases,K71,K70-K77
adult,Liver and alcohol related diseases,K72,K70-K77
adult,Liver and alcohol related diseases,K73,K70-K77
adult,Liver and alcohol related diseases,K74,K70-K77
adult,Liver and alcohol related diseases,K75,K70-K77
adult,Liver and alcohol related diseases,K76,K70-K77
adult,Liver and alcohol related diseases,K77,K70-K77
adult,Other noncommunicable diseases,K78,K78-K80
adult,Other noncommunicable diseases,K79,K78-K80
adult,Other noncommunicable diseases,K80,K78-K80
adult,Unspecified infections,K81,K81
adult,Other noncommunicable diseases,K82,K82-K93
adult,Other noncommunicable diseases,K83,K82-K93
adult,Other noncommunicable diseases,K84,K82-K93
adult,Other noncommunicable diseases,K85,K82-K93
adult,Other noncommunicable diseases,K86,K82-K93
adult,Other noncommunicable diseases,K87,K82-K93
adult,Other noncommunicable diseases,K88,K82-K93
adult,Other noncommunicable diseases,K89,K82-K93
adult,Other noncommunicable diseases,K90,K82-K93
adult,Other noncommunicable diseases,K91,K82-K93
adult,Other noncommunicable diseases,K92,K82-K93
adult,Other noncommunicable diseases,K93,K82-K93
adult,Unspecified infections,L00,L00-L04
adult,Unspecified infections,L01,L00-L04
adult,Unspecified infections,L02,L00-L04
adult,Unspecified infections,L03,L00-L04
adult,Unspecified infections,L04,L00-L04
adult,Other noncommunicable diseases,L05,L05
adult,Unspecified infections,L08,L08
adult,Other noncommunicable diseases,L10,L10-L99
adult,Other noncommunicable diseases,L11,L10-L99
adult,Other noncommunicable diseases,L12,L10-L99
adult,Other noncommunicable diseases,L13,L10-L99
adult,Other noncommunicable diseases,L14,L10-L99
adult,Other noncommunicable diseases,L15,L10-L99
adult,Other noncommunicable diseases,L16,L10-L99
adult,Other noncommunicable diseases,L17,L10-L99
adult,Other noncommunicable diseases,L18,L10-L99
adult,Other noncommunicable diseases,L19,L10-L99
adult,Other noncommunicable diseases,L20,L10-L99
adult,Other noncommunicable diseases,L21,L10-L99
adult,Other noncommunicable diseases,L22,L10-L99
adult,Other noncommunicable diseases,L23,L10-L99
adult,Other noncommunicable diseases,L24,L10-L99
adult,Other noncommunicable diseases,L25,L10-L99
adult,Other noncommunicable diseases,L26,L10-L99
adult,Other noncommunicable diseases,L27,L10-L99
adult,Other noncommunicable diseases,L28,L10-L99
adult,Other noncommunicable diseases,L29,L10-L99
adult,Other noncommunicable diseases,L30,L10-L99
adult,Other noncommunicable diseases,L31,L10-L99
adult,Other noncommunicable diseases,L32,L10-L99
adult,Other noncommunicable diseases,L33,L10-L99
adult,Other noncommunicable diseases,L34,L10-L99
adult,Other noncommunicable diseases,L35,L10-L99
adult,Other noncommunicable diseases,L36,L10-L99
adult,Other noncommunicable diseases,L37,L10-L99
adult,Other noncommunicable diseases,L38,L10-L99
adult,Other noncommunicable diseases,L39,L10-L99
adult,Other noncommunicable diseases,L40,L10-L99
adult,Other noncommunicable diseases,L41,L10-L99
adult,Other noncommunicable diseases,L42,L10-L99
adult,Other noncommunicable diseases,L43,L10-L99
adult,Other noncommunicable diseases,L44,L10-L99
adult,Other noncommunicable diseases,L45,L10-L99
adult,Other noncommunicable diseases,L46,L10-L99
