icd11_chapter,icd11_code,icd11_title,icd10_chapter,icd10_code,icd10_title,icd11_linear_url
1,1B20.Z,"Leprosy, unspecified",I,A30,Leprosy [Hansen disease],http://id.who.int/icd/release/11/2022-02/mms/149072669/unspecified
1,1B21,Infections due to non-tuberculous mycobacteria,I,A31,Infection due to other mycobacteria,http://id.who.int/icd/release/11/2022-02/mms/1839818377
1,1B21.0,Pulmonary infection due to non-tuberculous mycobacterium,I,A31.0,Pulmonary mycobacterial infection,http://id.who.int/icd/release/11/2022-02/mms/1798822437
1,1B21.1,Non-tuberculous mycobacterial lymphadenitis,I,A31,Infection due to other mycobacteria,http://id.who.int/icd/release/11/2022-02/mms/882647079
1,1B21.2,Cutaneous non-tuberculous mycobacterial infection,I,A31,Infection due to other mycobacteria,http://id.who.int/icd/release/11/2022-02/mms/1723965278
1,1B21.20,Mycobacterium ulcerans infection,I,A31,Infection due to other mycobacteria,http://id.who.int/icd/release/11/2022-02/mms/1974989140
1,1B21.2Y,Cutaneous infection due to other specified non-tuberculous mycobacteria,I,A31,Infection due to other mycobacteria,http://id.who.int/icd/release/11/2022-02/mms/1723965278/other
1,1B21.2Z,Cutaneous infection due to unspecified non-tuberculous mycobacteria,I,A31,Infection due to other mycobacteria,http://id.who.int/icd/release/11/2022-02/mms/1723965278/unspecified
1,1B21.3,Disseminated non-tuberculous mycobacterial infection,I,A31,Infection due to other mycobacteria,http://id.who.int/icd/release/11/2022-02/mms/625446129
1,1B21.4,Gastrointestinal non-tuberculous mycobacterial infection,I,A31,Infection due to other mycobacteria,http://id.who.int/icd/release/11/2022-02/mms/1642291965
1,1B21.Y,Non-tuberculous mycobacterial infection of other specified site,I,A31.8,Other mycobacterial infections,http://id.who.int/icd/release/11/2022-02/mms/1839818377/other
1,1B21.Z,Non-tuberculous mycobacterial infection of unspecified site,I,A31,Infection due to other mycobacteria,http://id.who.int/icd/release/11/2022-02/mms/1839818377/unspecified
1,1B2Y,Other specified mycobacterial diseases,I,I,Certain infectious and parasitic diseases,http://id.who.int/icd/release/11/2022-02/mms/979278646/other
1,1B2Z,"Mycobacterial diseases, unspecified",I,I,Certain infectious and parasitic diseases,http://id.who.int/icd/release/11/2022-02/mms/979278646/unspecified
1,nan,Certain staphylococcal or streptococcal diseases,I,I,Certain infectious and parasitic diseases,http://id.who.int/icd/release/11/2022-02/mms/1539889147
1,nan,Acute rheumatic fever,IX,I00-I02,Acute rheumatic fever,http://id.who.int/icd/release/11/2022-02/mms/871612151
1,1B40,Acute rheumatic fever without mention of heart involvement,IX,I00,Rheumatic fever without mention of heart involvement,http://id.who.int/icd/release/11/2022-02/mms/2058300982
1,1B40.0,"Rheumatic arthritis, acute or subacute",IX,I00,Rheumatic fever without mention of heart involvement,http://id.who.int/icd/release/11/2022-02/mms/1097470385
1,1B40.Y,Other specified acute rheumatic fever without mention of heart involvement,IX,I00,Rheumatic fever without mention of heart involvement,http://id.who.int/icd/release/11/2022-02/mms/2058300982/other
1,1B40.Z,"Acute rheumatic fever without mention of heart involvement, unspecified",IX,I00,Rheumatic fever without mention of heart involvement,http://id.who.int/icd/release/11/2022-02/mms/2058300982/unspecified
1,1B41,Acute rheumatic fever with heart involvement,IX,I01,Rheumatic fever with heart involvement,http://id.who.int/icd/release/11/2022-02/mms/535094176
1,1B41.0,Acute rheumatic pericarditis,IX,I01.0,Acute rheumatic pericarditis,http://id.who.int/icd/release/11/2022-02/mms/869759708
1,1B41.1,Acute rheumatic endocarditis,IX,I01.1,Acute rheumatic endocarditis,http://id.who.int/icd/release/11/2022-02/mms/1453111118
1,1B41.10,Rheumatic aortitis,IX,I01.1,Acute rheumatic endocarditis,http://id.who.int/icd/release/11/2022-02/mms/1384553803
1,1B41.1Y,Other specified acute rheumatic endocarditis,IX,I01.1,Acute rheumatic endocarditis,http://id.who.int/icd/release/11/2022-02/mms/1453111118/other
1,1B41.1Z,"Acute rheumatic endocarditis, unspecified",IX,I01.1,Acute rheumatic endocarditis,http://id.who.int/icd/release/11/2022-02/mms/1453111118/unspecified
1,1B41.2,Acute rheumatic myocarditis,IX,I01.2,Acute rheumatic myocarditis,http://id.who.int/icd/release/11/2022-02/mms/573695921
1,1B41.Y,Other acute rheumatic heart disease,IX,I01.8,Other acute rheumatic heart disease,http://id.who.int/icd/release/11/2022-02/mms/535094176/other
1,1B41.Z,"Acute rheumatic heart disease, unspecified",IX,I01,Rheumatic fever with heart involvement,http://id.who.int/icd/release/11/2022-02/mms/535094176/unspecified
1,1B42,Rheumatic chorea,IX,I02,Rheumatic chorea,http://id.who.int/icd/release/11/2022-02/mms/1799992159
1,1B50,Scarlet fever,I,A38,Scarlet fever,http://id.who.int/icd/release/11/2022-02/mms/107294155
1,1B51,Streptococcal pharyngitis,X,J02.0,Streptococcal pharyngitis,http://id.who.int/icd/release/11/2022-02/mms/1642172022
1,1B53,Meningitis due to Streptococcus,VI,G00.2,Streptococcal meningitis,http://id.who.int/icd/release/11/2022-02/mms/705971711
1,1B54,Meningitis due to Staphylococcus,VI,G00.3,Staphylococcal meningitis,http://id.who.int/icd/release/11/2022-02/mms/1331660907
1,1B5Y,Other specified staphylococcal or streptococcal diseases,I,I,Certain infectious and parasitic diseases,http://id.who.int/icd/release/11/2022-02/mms/1539889147/other
1,1B5Z,"Staphylococcal or streptococcal diseases, unspecified",I,I,Certain infectious and parasitic diseases,http://id.who.int/icd/release/11/2022-02/mms/1539889147/unspecified
1,nan,Pyogenic bacterial infections of the skin or subcutaneous tissues,nan,No Mapping,nan,http://id.who.int/icd/release/11/2022-02/mms/1412960686
1,1B70,"Bacterial cellulitis, erysipelas or lymphangitis",nan,No Mapping,nan,http://id.who.int/icd/release/11/2022-02/mms/2144774073
1,1B70.0,Erysipelas,I,A46,Erysipelas,http://id.who.int/icd/release/11/2022-02/mms/1651247891
1,1B70.00,Erysipelas of face,I,A46,Erysipelas,http://id.who.int/icd/release/11/2022-02/mms/896866865
1,1B70.01,Erysipelas of external ear,I,A46,Erysipelas,http://id.who.int/icd/release/11/2022-02/mms/348525836
1,1B70.02,Erysipelas of lower limb,I,A46,Erysipelas,http://id.who.int/icd/release/11/2022-02/mms/1200236878
1,1B70.0Y,Erysipelas of other specified site,I,A46,Erysipelas,http://id.who.int/icd/release/11/2022-02/mms/1651247891/other
1,1B70.1,Streptococcal cellulitis of skin,XII,L03,Cellulitis,http://id.who.int/icd/release/11/2022-02/mms/284578658
1,1B70.2,Staphylococcal cellulitis of skin,XII,L03,Cellulitis,http://id.who.int/icd/release/11/2022-02/mms/2033345174
1,1B70.3,Ascending bacterial lymphangitis,nan,No Mapping,nan,http://id.who.int/icd/release/11/2022-02/mms/845065622
1,1B70.Y,Bacterial cellulitis or lymphangitis due to other specified bacterium,nan,No Mapping,nan,http://id.who.int/icd/release/11/2022-02/mms/2144774073/other
1,1B70.Z,Bacterial cellulitis or lymphangitis due to unspecified bacterium,nan,No Mapping,nan,http://id.who.int/icd/release/11/2022-02/mms/2144774073/unspecified
1,1B71,Necrotising fasciitis,XIII,M72.6,Necrotizing fasciitis,http://id.who.int/icd/release/11/2022-02/mms/522973276
1,1B71.0,Streptococcal necrotising fasciitis,XIII,M72.6,Necrotizing fasciitis,http://id.who.int/icd/release/11/2022-02/mms/270373865
1,1B71.1,Polymicrobial necrotising fasciitis,XIII,M72.6,Necrotizing fasciitis,http://id.who.int/icd/release/11/2022-02/mms/270802913
1,1B71.2,Neonatal necrotising fasciitis,XIII,M72.6,Necrotizing fasciitis,http://id.who.int/icd/release/11/2022-02/mms/1681155693
1,1B71.Y,Necrotising fasciitis due to other specified bacterial infection,XIII,M72.6,Necrotizing fasciitis,http://id.who.int/icd/release/11/2022-02/mms/522973276/other
1,1B71.Z,"Necrotising fasciitis, unspecified",XIII,M72.6,Necrotizing fasciitis,http://id.who.int/icd/release/11/2022-02/mms/522973276/unspecified
1,1B72,Impetigo,XII,L01,Impetigo,http://id.who.int/icd/release/11/2022-02/mms/971176543
1,1B72.0,Bullous impetigo,XII,L01,Impetigo,http://id.who.int/icd/release/11/2022-02/mms/1398484288
1,1B72.1,Non-bullous impetigo,XII,L01,Impetigo,http://id.who.int/icd/release/11/2022-02/mms/25824900
1,1B72.2,Secondary impetiginisation of the skin,XII,L01.1,Impetiginization of other dermatoses,http://id.who.int/icd/release/11/2022-02/mms/2034126013
1,1B72.Y,Other specified impetigo,XII,L01,Impetigo,http://id.who.int/icd/release/11/2022-02/mms/971176543/other
1,1B72.Z,"Impetigo, unspecified",XII,L01,Impetigo,http://id.who.int/icd/release/11/2022-02/mms/971176543/unspecified
1,1B73,Ecthyma,I,B08.0,Other orthopoxvirus infections,http://id.who.int/icd/release/11/2022-02/mms/337308923
1,1B73.0,Streptococcal ecthyma,I,B08.0,Other orthopoxvirus infections,http://id.who.int/icd/release/11/2022-02/mms/229362936
1,1B73.1,Staphylococcal ecthyma,I,B08.0,Other orthopoxvirus infections,http://id.who.int/icd/release/11/2022-02/mms/1677671323
1,1B73.2,Ecthyma gangrenosum,I,B08.0,Other orthopoxvirus infections,http://id.who.int/icd/release/11/2022-02/mms/1634854510
1,1B73.Y,Other specified ecthyma,I,B08.0,Other orthopoxvirus infections,http://id.who.int/icd/release/11/2022-02/mms/337308923/other
1,1B73.Z,"Ecthyma, unspecified",I,B08.0,Other orthopoxvirus infections,http://id.who.int/icd/release/11/2022-02/mms/337308923/unspecified
1,1B74,Superficial bacterial folliculitis,nan,No Mapping,nan,http://id.who.int/icd/release/11/2022-02/mms/1622653958
1,1B74.0,Staphylococcus aureus superficial folliculitis,nan,No Mapping,nan,http://id.who.int/icd/release/11/2022-02/mms/1929235891
1,1B74.Y,Superficial bacterial folliculitis due to other specified organism,nan,No Mapping,nan,http://id.who.int/icd/release/11/2022-02/mms/1622653958/other
1,1B74.Z,Superficial bacterial folliculitis due to unspecified organism,nan,No Mapping,nan,http://id.who.int/icd/release/11/2022-02/mms/1622653958/unspecified
1,1B75,Deep bacterial folliculitis or pyogenic abscess of the skin,nan,No Mapping,nan,http://id.who.int/icd/release/11/2022-02/mms/46117627
1,1B75.0,Furuncle,XII,L02,"Cutaneous abscess, furuncle and carbuncle",http://id.who.int/icd/release/11/2022-02/mms/1081137172
1,1B75.1,Carbuncle,XII,L02,"Cutaneous abscess, furuncle and carbuncle",http://id.who.int/icd/release/11/2022-02/mms/1456834066
1,1B75.2,Furunculosis,XII,L02,"Cutaneous abscess, furuncle and carbuncle",http://id.who.int/icd/release/11/2022-02/mms/1194531705
1,1B75.3,Pyogenic abscess of the skin,XII,L02,"Cutaneous abscess, furuncle and carbuncle",http://id.who.int/icd/release/11/2022-02/mms/1324834502
1,1B75.4,Chronic deep bacterial folliculitis,nan,No Mapping,nan,http://id.who.int/icd/release/11/2022-02/mms/25801498
1,1B7Y,Other specified pyogenic bacterial infection of skin and subcutaneous tissue,nan,No Mapping,nan,http://id.who.int/icd/release/11/2022-02/mms/1412960686/other
1,nan,Certain zoonotic bacterial diseases,I,A28.8,"Other specified zoonotic bacterial diseases, not elsewhere classified",http://id.who.int/icd/release/11/2022-02/mms/1935092859
1,1B90,Rat-bite fevers,I,A25,Rat-bite fevers,http://id.who.int/icd/release/11/2022-02/mms/1026551291
1,1B90.0,Spirillosis,I,A25.0,Spirillosis,http://id.who.int/icd/release/11/2022-02/mms/1104357482
1,1B90.1,Streptobacillosis,I,A25.1,Streptobacillosis,http://id.who.int/icd/release/11/2022-02/mms/614000128
1,1B91,Leptospirosis,I,A27,Leptospirosis,http://id.who.int/icd/release/11/2022-02/mms/751399056
1,1B92,Glanders,I,A24.0,Glanders,http://id.who.int/icd/release/11/2022-02/mms/1563156715
1,1B93,Plague,I,A20,Plague,http://id.who.int/icd/release/11/2022-02/mms/1596449540
1,1B93.0,Bubonic plague,I,A20.0,Bubonic plague,http://id.who.int/icd/release/11/2022-02/mms/1742025109
1,1B93.1,Cellulocutaneous plague,I,A20.1,Cellulocutaneous plague,http://id.who.int/icd/release/11/2022-02/mms/43973633
1,1B93.2,Pneumonic plague,I,A20.2,Pneumonic plague,http://id.who.int/icd/release/11/2022-02/mms/1983098110
1,1B93.3,Plague meningitis,I,A20.3,Plague meningitis,http://id.who.int/icd/release/11/2022-02/mms/326656364
1,1B93.Y,Other specified plague,I,A20.8,Other forms of plague,http://id.who.int/icd/release/11/2022-02/mms/1596449540/other
1,1B93.Z,"Plague, unspecified",I,A20,Plague,http://id.who.int/icd/release/11/2022-02/mms/1596449540/unspecified
1,1B94,Tularaemia,I,A21,Tularaemia,http://id.who.int/icd/release/11/2022-02/mms/980168338
1,1B94.0,Ulceroglandular tularaemia,I,A21.0,Ulceroglandular tularaemia,http://id.who.int/icd/release/11/2022-02/mms/2066610452
1,1B94.Y,Other specified tularaemia,I,A21.8,Other forms of tularaemia,http://id.who.int/icd/release/11/2022-02/mms/980168338/other
1,1B94.Z,"Tularaemia, unspecified",I,A21,Tularaemia,http://id.who.int/icd/release/11/2022-02/mms/980168338/unspecified
1,1B95,Brucellosis,I,A23,Brucellosis,http://id.who.int/icd/release/11/2022-02/mms/730510331
1,1B96,Erysipeloid,I,A26,Erysipeloid,http://id.who.int/icd/release/11/2022-02/mms/1233304838
1,1B97,Anthrax,I,A22,Anthrax,http://id.who.int/icd/release/11/2022-02/mms/1321303663
1,1B98,Cat-scratch disease,I,A28.1,Cat-scratch disease,http://id.who.int/icd/release/11/2022-02/mms/2003001085
1,1B99,Pasteurellosis,I,A28.0,Pasteurellosis,http://id.who.int/icd/release/11/2022-02/mms/304649065
1,1B9A,Extraintestinal yersiniosis,I,A28.2,Extraintestinal yersiniosis,http://id.who.int/icd/release/11/2022-02/mms/63835650
1,1B9Z,Unspecified zoonotic bacterial disease,I,A28.8,"Other specified zoonotic bacterial diseases, not elsewhere classified",http://id.who.int/icd/release/11/2022-02/mms/1935092859/unspecified
1,nan,Other bacterial diseases,I,B96.8,Other specified bacterial agents as the cause of diseases classified to other chapters,http://id.who.int/icd/release/11/2022-02/mms/487269828
1,1C10,Actinomycosis,I,A42,Actinomycosis,http://id.who.int/icd/release/11/2022-02/mms/1697630330
1,1C10.0,Pulmonary actinomycosis,I,A42.0,Pulmonary actinomycosis,http://id.who.int/icd/release/11/2022-02/mms/452367246
1,1C10.1,Abdominal actinomycosis,I,A42.1,Abdominal actinomycosis,http://id.who.int/icd/release/11/2022-02/mms/2143116824
1,1C10.2,Cervicofacial actinomycosis,I,A42.2,Cervicofacial actinomycosis,http://id.who.int/icd/release/11/2022-02/mms/185601767
1,1C10.3,Primary cutaneous actinomycosis,I,A42,Actinomycosis,http://id.who.int/icd/release/11/2022-02/mms/413315344
1,1C10.Y,Other specified forms of actinomycosis,I,A42.8,Other forms of actinomycosis,http://id.who.int/icd/release/11/2022-02/mms/1697630330/other
1,1C10.Z,"Actinomycosis, unspecified",I,A42,Actinomycosis,http://id.who.int/icd/release/11/2022-02/mms/1697630330/unspecified
1,1C11,Bartonellosis,I,A44,Bartonellosis,http://id.who.int/icd/release/11/2022-02/mms/1938462328
1,1C11.0,Carrion disease,I,A44,Bartonellosis,http://id.who.int/icd/release/11/2022-02/mms/1917297026
1,1C11.00,Oroya fever,I,A44.0,Systemic bartonellosis,http://id.who.int/icd/release/11/2022-02/mms/1031219789
1,1C11.01,Verruga peruana,I,A44.1,Cutaneous and mucocutaneous bartonellosis,http://id.who.int/icd/release/11/2022-02/mms/1480386521
1,1C11.1,Trench fever,I,A79.0,Trench fever,http://id.who.int/icd/release/11/2022-02/mms/1587737629
1,1C11.Y,Other forms of bartonellosis,I,A44.8,Other forms of bartonellosis,http://id.who.int/icd/release/11/2022-02/mms/1938462328/other
1,1C12,Whooping cough,I,A37,Whooping cough,http://id.who.int/icd/release/11/2022-02/mms/2064398473
1,1C12.0,Whooping cough due to Bordetella pertussis,I,A37.0,Whooping cough due to Bordetella pertussis,http://id.who.int/icd/release/11/2022-02/mms/1287021540
1,1C12.1,Whooping cough due to Bordetella parapertussis,I,A37.1,Whooping cough due to Bordetella parapertussis,http://id.who.int/icd/release/11/2022-02/mms/704491122
1,1C12.Y,Other specified whooping cough,I,A37.8,Whooping cough due to other Bordetella species,http://id.who.int/icd/release/11/2022-02/mms/2064398473/other
1,1C12.Z,"Whooping cough, unspecified",I,A37,Whooping cough,http://id.who.int/icd/release/11/2022-02/mms/2064398473/unspecified
1,1C13,Tetanus,I,A35,Other tetanus,http://id.who.int/icd/release/11/2022-02/mms/1793762788
1,1C14,Obstetrical tetanus,I,A34,Obstetrical tetanus,http://id.who.int/icd/release/11/2022-02/mms/262236278
1,1C15,Tetanus neonatorum,I,A33,Tetanus neonatorum,http://id.who.int/icd/release/11/2022-02/mms/2085616610
1,1C16,Gas gangrene,I,A48.0,Gas gangrene,http://id.who.int/icd/release/11/2022-02/mms/1920227791
1,1C17,Diphtheria,I,A36,Diphtheria,http://id.who.int/icd/release/11/2022-02/mms/508032285
1,1C17.0,Pharyngeal or tonsillar diphtheria,I,A36.0,Pharyngeal diphtheria,http://id.who.int/icd/release/11/2022-02/mms/1347332965
1,1C17.00,Postdiphtheritic paralysis of uvula,I,A36.0,Pharyngeal diphtheria,http://id.who.int/icd/release/11/2022-02/mms/1736804001
1,1C17.0Y,Other specified pharyngeal or tonsillar diphtheria,I,A36.0,Pharyngeal diphtheria,http://id.who.int/icd/release/11/2022-02/mms/1347332965/other
