cmea_title,icd10_range,icd10_code
Other neoplasms (6),"C76,C77,C78,C79,C80,C97",C78
Other neoplasms (6),"C76,C77,C78,C79,C80,C97",C79
Other neoplasms (6),"C76,C77,C78,C79,C80,C97",C80
Other neoplasms (6),"C76,C77,C78,C79,C80,C97",C97
"Leukemias, lymphomas, and other haematopoetic malignancies","C81,C82,C83,C84,C85,C88,C90,C91,C92,C93,C94,C95,C96,D45,D46,D47",C81
"Leukemias, lymphomas, and other haematopoetic malignancies","C81,C82,C83,C84,C85,C88,C90,C91,C92,C93,C94,C95,C96,D45,D46,D47",C82
"Leukemias, lymphomas, and other haematopoetic malignancies","C81,C82,C83,C84,C85,C88,C90,C91,C92,C93,C94,C95,C96,D45,D46,D47",C83
"Leukemias, lymphomas, and other haematopoetic malignancies","C81,C82,C83,C84,C85,C88,C90,C91,C92,C93,C94,C95,C96,D45,D46,D47",C84
"Leukemias, lymphomas, and other haematopoetic malignancies","C81,C82,C83,C84,C85,C88,C90,C91,C92,C93,C94,C95,C96,D45,D46,D47",C85
"Leukemias, lymphomas, and other haematopoetic malignancies","C81,C82,C83,C84,C85,C88,C90,C91,C92,C93,C94,C95,C96,D45,D46,D47",C88
"Leukemias, lymphomas, and other haematopoetic malignancies","C81,C82,C83,C84,C85,C88,C90,C91,C92,C93,C94,C95,C96,D45,D46,D47",C90
"Leukemias, lymphomas, and other haematopoetic malignancies","C81,C82,C83,C84,C85,C88,C90,C91,C92,C93,C94,C95,C96,D45,D46,D47",C91
"Leukemias, lymphomas, and other haematopoetic malignancies","C81,C82,C83,C84,C85,C88,C90,C91,C92,C93,C94,C95,C96,D45,D46,D47",C92
"Leukemias, lymphomas, and other haematopoetic malignancies","C81,C82,C83,C84,C85,C88,C90,C91,C92,C93,C94,C95,C96,D45,D46,D47",C93
"Leukemias, lymphomas, and other haematopoetic malignancies","C81,C82,C83,C84,C85,C88,C90,C91,C92,C93,C94,C95,C96,D45,D46,D47",C94
"Leukemias, lymphomas, and other haematopoetic malignancies","C81,C82,C83,C84,C85,C88,C90,C91,C92,C93,C94,C95,C96,D45,D46,D47",C95
"Leukemias, lymphomas, and other haematopoetic malignancies","C81,C82,C83,C84,C85,C88,C90,C91,C92,C93,C94,C95,C96,D45,D46,D47",C96
"Leukemias, lymphomas, and other haematopoetic malignancies","C81,C82,C83,C84,C85,C88,C90,C91,C92,C93,C94,C95,C96,D45,D46,D47",D45
"Leukemias, lymphomas, and other haematopoetic malignancies","C81,C82,C83,C84,C85,C88,C90,C91,C92,C93,C94,C95,C96,D45,D46,D47",D46
"Leukemias, lymphomas, and other haematopoetic malignancies","C81,C82,C83,C84,C85,C88,C90,C91,C92,C93,C94,C95,C96,D45,D46,D47",D47
Other neoplasms (7),"D03,D04,D07,D09,D15,D16,D17,D18,D19,D20,D21,D22,D23,D34,D35,D36,D38,D44,D48",D03
Other neoplasms (7),"D03,D04,D07,D09,D15,D16,D17,D18,D19,D20,D21,D22,D23,D34,D35,D36,D38,D44,D48",D04
Other neoplasms (7),"D03,D04,D07,D09,D15,D16,D17,D18,D19,D20,D21,D22,D23,D34,D35,D36,D38,D44,D48",D07
Other neoplasms (7),"D03,D04,D07,D09,D15,D16,D17,D18,D19,D20,D21,D22,D23,D34,D35,D36,D38,D44,D48",D09
Other neoplasms (7),"D03,D04,D07,D09,D15,D16,D17,D18,D19,D20,D21,D22,D23,D34,D35,D36,D38,D44,D48",D15
Other neoplasms (7),"D03,D04,D07,D09,D15,D16,D17,D18,D19,D20,D21,D22,D23,D34,D35,D36,D38,D44,D48",D16
Other neoplasms (7),"D03,D04,D07,D09,D15,D16,D17,D18,D19,D20,D21,D22,D23,D34,D35,D36,D38,D44,D48",D17
Other neoplasms (7),"D03,D04,D07,D09,D15,D16,D17,D18,D19,D20,D21,D22,D23,D34,D35,D36,D38,D44,D48",D18
Other neoplasms (7),"D03,D04,D07,D09,D15,D16,D17,D18,D19,D20,D21,D22,D23,D34,D35,D36,D38,D44,D48",D19
Other neoplasms (7),"D03,D04,D07,D09,D15,D16,D17,D18,D19,D20,D21,D22,D23,D34,D35,D36,D38,D44,D48",D20
Other neoplasms (7),"D03,D04,D07,D09,D15,D16,D17,D18,D19,D20,D21,D22,D23,D34,D35,D36,D38,D44,D48",D21
Other neoplasms (7),"D03,D04,D07,D09,D15,D16,D17,D18,D19,D20,D21,D22,D23,D34,D35,D36,D38,D44,D48",D22
Other neoplasms (7),"D03,D04,D07,D09,D15,D16,D17,D18,D19,D20,D21,D22,D23,D34,D35,D36,D38,D44,D48",D23
Other neoplasms (7),"D03,D04,D07,D09,D15,D16,D17,D18,D19,D20,D21,D22,D23,D34,D35,D36,D38,D44,D48",D34
Other neoplasms (7),"D03,D04,D07,D09,D15,D16,D17,D18,D19,D20,D21,D22,D23,D34,D35,D36,D38,D44,D48",D35
Other neoplasms (7),"D03,D04,D07,D09,D15,D16,D17,D18,D19,D20,D21,D22,D23,D34,D35,D36,D38,D44,D48",D36
Other neoplasms (7),"D03,D04,D07,D09,D15,D16,D17,D18,D19,D20,D21,D22,D23,D34,D35,D36,D38,D44,D48",D38
Other neoplasms (7),"D03,D04,D07,D09,D15,D16,D17,D18,D19,D20,D21,D22,D23,D34,D35,D36,D38,D44,D48",D44
Other neoplasms (7),"D03,D04,D07,D09,D15,D16,D17,D18,D19,D20,D21,D22,D23,D34,D35,D36,D38,D44,D48",D48
"Iron, vitamin deficiencies, and nutritional anaemias","D50,D51,D52,D53,E00,E01,E02,E50,E51,E52,E53,E54,E55,E56,E58,E59,E60,E61,E63,E64",D50
"Iron, vitamin deficiencies, and nutritional anaemias","D50,D51,D52,D53,E00,E01,E02,E50,E51,E52,E53,E54,E55,E56,E58,E59,E60,E61,E63,E64",D51
"Iron, vitamin deficiencies, and nutritional anaemias","D50,D51,D52,D53,E00,E01,E02,E50,E51,E52,E53,E54,E55,E56,E58,E59,E60,E61,E63,E64",D52
"Iron, vitamin deficiencies, and nutritional anaemias","D50,D51,D52,D53,E00,E01,E02,E50,E51,E52,E53,E54,E55,E56,E58,E59,E60,E61,E63,E64",D53
"Iron, vitamin deficiencies, and nutritional anaemias","D50,D51,D52,D53,E00,E01,E02,E50,E51,E52,E53,E54,E55,E56,E58,E59,E60,E61,E63,E64",E00
"Iron, vitamin deficiencies, and nutritional anaemias","D50,D51,D52,D53,E00,E01,E02,E50,E51,E52,E53,E54,E55,E56,E58,E59,E60,E61,E63,E64",E01
"Iron, vitamin deficiencies, and nutritional anaemias","D50,D51,D52,D53,E00,E01,E02,E50,E51,E52,E53,E54,E55,E56,E58,E59,E60,E61,E63,E64",E02
"Iron, vitamin deficiencies, and nutritional anaemias","D50,D51,D52,D53,E00,E01,E02,E50,E51,E52,E53,E54,E55,E56,E58,E59,E60,E61,E63,E64",E50
"Iron, vitamin deficiencies, and nutritional anaemias","D50,D51,D52,D53,E00,E01,E02,E50,E51,E52,E53,E54,E55,E56,E58,E59,E60,E61,E63,E64",E51
"Iron, vitamin deficiencies, and nutritional anaemias","D50,D51,D52,D53,E00,E01,E02,E50,E51,E52,E53,E54,E55,E56,E58,E59,E60,E61,E63,E64",E52
"Iron, vitamin deficiencies, and nutritional anaemias","D50,D51,D52,D53,E00,E01,E02,E50,E51,E52,E53,E54,E55,E56,E58,E59,E60,E61,E63,E64",E53
"Iron, vitamin deficiencies, and nutritional anaemias","D50,D51,D52,D53,E00,E01,E02,E50,E51,E52,E53,E54,E55,E56,E58,E59,E60,E61,E63,E64",E54
"Iron, vitamin deficiencies, and nutritional anaemias","D50,D51,D52,D53,E00,E01,E02,E50,E51,E52,E53,E54,E55,E56,E58,E59,E60,E61,E63,E64",E55
"Iron, vitamin deficiencies, and nutritional anaemias","D50,D51,D52,D53,E00,E01,E02,E50,E51,E52,E53,E54,E55,E56,E58,E59,E60,E61,E63,E64",E56
"Iron, vitamin deficiencies, and nutritional anaemias","D50,D51,D52,D53,E00,E01,E02,E50,E51,E52,E53,E54,E55,E56,E58,E59,E60,E61,E63,E64",E58
"Iron, vitamin deficiencies, and nutritional anaemias","D50,D51,D52,D53,E00,E01,E02,E50,E51,E52,E53,E54,E55,E56,E58,E59,E60,E61,E63,E64",E59
"Iron, vitamin deficiencies, and nutritional anaemias","D50,D51,D52,D53,E00,E01,E02,E50,E51,E52,E53,E54,E55,E56,E58,E59,E60,E61,E63,E64",E60
"Iron, vitamin deficiencies, and nutritional anaemias","D50,D51,D52,D53,E00,E01,E02,E50,E51,E52,E53,E54,E55,E56,E58,E59,E60,E61,E63,E64",E61
"Iron, vitamin deficiencies, and nutritional anaemias","D50,D51,D52,D53,E00,E01,E02,E50,E51,E52,E53,E54,E55,E56,E58,E59,E60,E61,E63,E64",E63
"Iron, vitamin deficiencies, and nutritional anaemias","D50,D51,D52,D53,E00,E01,E02,E50,E51,E52,E53,E54,E55,E56,E58,E59,E60,E61,E63,E64",E64
Endocrine and immune disorders (1),"D55,D56,D57,D58,D59,D60,D61,D62,D63,D64,D65,D66,D67,D68,D69,D70,D71,D72,D73,D74,D75,D76,D77",D55
Endocrine and immune disorders (1),"D55,D56,D57,D58,D59,D60,D61,D62,D63,D64,D65,D66,D67,D68,D69,D70,D71,D72,D73,D74,D75,D76,D77",D56
Endocrine and immune disorders (1),"D55,D56,D57,D58,D59,D60,D61,D62,D63,D64,D65,D66,D67,D68,D69,D70,D71,D72,D73,D74,D75,D76,D77",D57
Endocrine and immune disorders (1),"D55,D56,D57,D58,D59,D60,D61,D62,D63,D64,D65,D66,D67,D68,D69,D70,D71,D72,D73,D74,D75,D76,D77",D58
Endocrine and immune disorders (1),"D55,D56,D57,D58,D59,D60,D61,D62,D63,D64,D65,D66,D67,D68,D69,D70,D71,D72,D73,D74,D75,D76,D77",D59
Endocrine and immune disorders (1),"D55,D56,D57,D58,D59,D60,D61,D62,D63,D64,D65,D66,D67,D68,D69,D70,D71,D72,D73,D74,D75,D76,D77",D60
Endocrine and immune disorders (1),"D55,D56,D57,D58,D59,D60,D61,D62,D63,D64,D65,D66,D67,D68,D69,D70,D71,D72,D73,D74,D75,D76,D77",D61
Endocrine and immune disorders (1),"D55,D56,D57,D58,D59,D60,D61,D62,D63,D64,D65,D66,D67,D68,D69,D70,D71,D72,D73,D74,D75,D76,D77",D62
Endocrine and immune disorders (1),"D55,D56,D57,D58,D59,D60,D61,D62,D63,D64,D65,D66,D67,D68,D69,D70,D71,D72,D73,D74,D75,D76,D77",D63
Endocrine and immune disorders (1),"D55,D56,D57,D58,D59,D60,D61,D62,D63,D64,D65,D66,D67,D68,D69,D70,D71,D72,D73,D74,D75,D76,D77",D64
Endocrine and immune disorders (1),"D55,D56,D57,D58,D59,D60,D61,D62,D63,D64,D65,D66,D67,D68,D69,D70,D71,D72,D73,D74,D75,D76,D77",D65
Endocrine and immune disorders (1),"D55,D56,D57,D58,D59,D60,D61,D62,D63,D64,D65,D66,D67,D68,D69,D70,D71,D72,D73,D74,D75,D76,D77",D66
Endocrine and immune disorders (1),"D55,D56,D57,D58,D59,D60,D61,D62,D63,D64,D65,D66,D67,D68,D69,D70,D71,D72,D73,D74,D75,D76,D77",D67
Endocrine and immune disorders (1),"D55,D56,D57,D58,D59,D60,D61,D62,D63,D64,D65,D66,D67,D68,D69,D70,D71,D72,D73,D74,D75,D76,D77",D68
Endocrine and immune disorders (1),"D55,D56,D57,D58,D59,D60,D61,D62,D63,D64,D65,D66,D67,D68,D69,D70,D71,D72,D73,D74,D75,D76,D77",D69
Endocrine and immune disorders (1),"D55,D56,D57,D58,D59,D60,D61,D62,D63,D64,D65,D66,D67,D68,D69,D70,D71,D72,D73,D74,D75,D76,D77",D70
Endocrine and immune disorders (1),"D55,D56,D57,D58,D59,D60,D61,D62,D63,D64,D65,D66,D67,D68,D69,D70,D71,D72,D73,D74,D75,D76,D77",D71
Endocrine and immune disorders (1),"D55,D56,D57,D58,D59,D60,D61,D62,D63,D64,D65,D66,D67,D68,D69,D70,D71,D72,D73,D74,D75,D76,D77",D72
Endocrine and immune disorders (1),"D55,D56,D57,D58,D59,D60,D61,D62,D63,D64,D65,D66,D67,D68,D69,D70,D71,D72,D73,D74,D75,D76,D77",D73
Endocrine and immune disorders (1),"D55,D56,D57,D58,D59,D60,D61,D62,D63,D64,D65,D66,D67,D68,D69,D70,D71,D72,D73,D74,D75,D76,D77",D74
Endocrine and immune disorders (1),"D55,D56,D57,D58,D59,D60,D61,D62,D63,D64,D65,D66,D67,D68,D69,D70,D71,D72,D73,D74,D75,D76,D77",D75
Endocrine and immune disorders (1),"D55,D56,D57,D58,D59,D60,D61,D62,D63,D64,D65,D66,D67,D68,D69,D70,D71,D72,D73,D74,D75,D76,D77",D76
Endocrine and immune disorders (1),"D55,D56,D57,D58,D59,D60,D61,D62,D63,D64,D65,D66,D67,D68,D69,D70,D71,D72,D73,D74,D75,D76,D77",D77
Endocrine and immune disorders (2),"D80,D81,D82,D83,D84,D86,D89",D80
Endocrine and immune disorders (2),"D80,D81,D82,D83,D84,D86,D89",D81
Endocrine and immune disorders (2),"D80,D81,D82,D83,D84,D86,D89",D82
Endocrine and immune disorders (2),"D80,D81,D82,D83,D84,D86,D89",D83
Endocrine and immune disorders (2),"D80,D81,D82,D83,D84,D86,D89",D84
Endocrine and immune disorders (2),"D80,D81,D82,D83,D84,D86,D89",D86
Endocrine and immune disorders (2),"D80,D81,D82,D83,D84,D86,D89",D89
Endocrine and immune disorders (3),"E03,E04,E05,E06,E07",E03
Endocrine and immune disorders (3),"E03,E04,E05,E06,E07",E04
Endocrine and immune disorders (3),"E03,E04,E05,E06,E07",E05
Endocrine and immune disorders (3),"E03,E04,E05,E06,E07",E06
Endocrine and immune disorders (3),"E03,E04,E05,E06,E07",E07
Diabetes mellitus,"E10,E11,E12,E13,E14",E10
Diabetes mellitus,"E10,E11,E12,E13,E14",E11
Diabetes mellitus,"E10,E11,E12,E13,E14",E12
Diabetes mellitus,"E10,E11,E12,E13,E14",E13
Diabetes mellitus,"E10,E11,E12,E13,E14",E14
Endocrine and immune disorders (4),"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",E15
Endocrine and immune disorders (4),"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",E16
Endocrine and immune disorders (4),"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",E20
Endocrine and immune disorders (4),"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",E21
Endocrine and immune disorders (4),"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",E22
Endocrine and immune disorders (4),"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",E23
Endocrine and immune disorders (4),"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",E24
Endocrine and immune disorders (4),"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",E25
Endocrine and immune disorders (4),"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",E26
Endocrine and immune disorders (4),"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",E27
Endocrine and immune disorders (4),"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",E28
Endocrine and immune disorders (4),"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",E29
Endocrine and immune disorders (4),"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",E30
Endocrine and immune disorders (4),"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",E31
Endocrine and immune disorders (4),"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",E32
Endocrine and immune disorders (4),"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",E34
Endocrine and immune disorders (4),"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",E35
Endocrine and immune disorders (4),"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",E65
Endocrine and immune disorders (4),"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",E66
Endocrine and immune disorders (4),"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",E67
Endocrine and immune disorders (4),"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",E68
Endocrine and immune disorders (4),"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",E70
Endocrine and immune disorders (4),"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",E71
Endocrine and immune disorders (4),"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",E72
Endocrine and immune disorders (4),"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",E73
Endocrine and immune disorders (4),"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",E74
Endocrine and immune disorders (4),"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",E75
Endocrine and immune disorders (4),"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",E76
Endocrine and immune disorders (4),"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",E77
Endocrine and immune disorders (4),"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",E78
Endocrine and immune disorders (4),"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",E79
Endocrine and immune disorders (4),"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",E80
Endocrine and immune disorders (4),"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",E83
Endocrine and immune disorders (4),"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",E84
Endocrine and immune disorders (4),"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",E85
Endocrine and immune disorders (4),"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",E86
Endocrine and immune disorders (4),"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",E87
Endocrine and immune disorders (4),"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",E88
Endocrine and immune disorders (4),"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",E89
Endocrine and immune disorders (4),"E15,E16,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E34,E35,E65,E66,E67,E68,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E83,E84,E85,E86,E87,E88,E89,E90",E90
Protein-energy malnutrition,"E40,E41,E42,E43,E44,E45,E46,X53,X54",E40
Protein-energy malnutrition,"E40,E41,E42,E43,E44,E45,E46,X53,X54",E41
Protein-energy malnutrition,"E40,E41,E42,E43,E44,E45,E46,X53,X54",E42
Protein-energy malnutrition,"E40,E41,E42,E43,E44,E45,E46,X53,X54",E43
Protein-energy malnutrition,"E40,E41,E42,E43,E44,E45,E46,X53,X54",E44
Protein-energy malnutrition,"E40,E41,E42,E43,E44,E45,E46,X53,X54",E45
Protein-energy malnutrition,"E40,E41,E42,E43,E44,E45,E46,X53,X54",E46
Protein-energy malnutrition,"E40,E41,E42,E43,E44,E45,E46,X53,X54",X53
Protein-energy malnutrition,"E40,E41,E42,E43,E44,E45,E46,X53,X54",X54
Other neuropsychiatric disorders - Organic,"F00,F01,F02,F03,F04,F05,F06,F07,F09",F00
Other neuropsychiatric disorders - Organic,"F00,F01,F02,F03,F04,F05,F06,F07,F09",F01
Other neuropsychiatric disorders - Organic,"F00,F01,F02,F03,F04,F05,F06,F07,F09",F02
Other neuropsychiatric disorders - Organic,"F00,F01,F02,F03,F04,F05,F06,F07,F09",F03
Other neuropsychiatric disorders - Organic,"F00,F01,F02,F03,F04,F05,F06,F07,F09",F04
Other neuropsychiatric disorders - Organic,"F00,F01,F02,F03,F04,F05,F06,F07,F09",F05
Other neuropsychiatric disorders - Organic,"F00,F01,F02,F03,F04,F05,F06,F07,F09",F06
Other neuropsychiatric disorders - Organic,"F00,F01,F02,F03,F04,F05,F06,F07,F09",F07
Other neuropsychiatric disorders - Organic,"F00,F01,F02,F03,F04,F05,F06,F07,F09",F09
Other neuropsychiatric disorders - Substance Use,"F11,F12,F13,F14,F15,F16,F17,F18,F19",F11
Other neuropsychiatric disorders - Substance Use,"F11,F12,F13,F14,F15,F16,F17,F18,F19",F12
Other neuropsychiatric disorders - Substance Use,"F11,F12,F13,F14,F15,F16,F17,F18,F19",F13
Other neuropsychiatric disorders - Substance Use,"F11,F12,F13,F14,F15,F16,F17,F18,F19",F14
Other neuropsychiatric disorders - Substance Use,"F11,F12,F13,F14,F15,F16,F17,F18,F19",F15
Other neuropsychiatric disorders - Substance Use,"F11,F12,F13,F14,F15,F16,F17,F18,F19",F16
Other neuropsychiatric disorders - Substance Use,"F11,F12,F13,F14,F15,F16,F17,F18,F19",F17
Other neuropsychiatric disorders - Substance Use,"F11,F12,F13,F14,F15,F16,F17,F18,F19",F18
Other neuropsychiatric disorders - Substance Use,"F11,F12,F13,F14,F15,F16,F17,F18,F19",F19
Other neuropsychiatric disorders - Schizophrenia,"F20,F21,F22,F23,F24,F25,F28,F29",F20
Other neuropsychiatric disorders - Schizophrenia,"F20,F21,F22,F23,F24,F25,F28,F29",F21
